t,inp,resp,fit
1.38,-1.34431168354458,11.4626452443734,11.4430854925927
1.4,-12.0000002004851,11.4597831450297,11.4431089480325
1.42,-12.0000002728628,11.4647241987266,11.4431262386082
1.44,-12.0000002773463,11.3755247143299,11.4431388855252
1.46,-12.0000001005733,11.0549825407902,11.4431482063552
1.48,-12.000000486684,10.0095810376346,11.443154925636
1.5,-11.9999997234335,7.14662953943405,8.06783570495064
1.52,-11.999999453405,5.56005777260778,2.89255608979512
1.54,-11.999999482518,1.39036723156149,-0.909984803954493
1.56,-11.9999999824363,0.659507911853296,-3.70390479671192
1.58,-12.0000001838224,-3.03787238078438,-5.75673972231882
1.6,-12.000000178148,-5.61174187689963,-7.26506193890612
1.62,-12.0000001697312,-7.31641366295466,-8.37330271221411
1.64,-12.0000001565373,-8.68911743828654,-9.18758344682724
1.66,-12.0000000263779,-9.67319437841634,-9.78587688134899
1.68,-12.0000000266298,-10.1944567852322,-10.2254735918395
1.7,-11.9999999336152,-10.3228368807505,-10.548467680715
1.72,-11.999999740917,-10.3172032508864,-10.7857878468468
1.74,-11.9999997860623,-10.3895978548447,-10.9601590283811
1.76,-11.9999999929552,-10.4811804514537,-11.0882783914528
1.78,-11.9999999129521,-10.5940365479976,-11.1824141639829
1.8,-11.9999998030929,-10.6892748646976,-11.2515804989126
1.82,-11.999999858729,-10.8021820309719,-11.3024004958157
1.84,-11.9999998568488,-10.9567883033309,-11.339740480828
1.86,-11.9999998478098,-11.045269712785,-11.3671760763809
1.88,-11.9999997607745,-11.1615266345257,-11.3873344546949
1.9,-11.9999998142186,-11.1790301852095,-11.4021458191998
1.92,-11.9999997684659,-11.1852002747044,-11.4130284534396
1.94,-11.9999997432864,-11.1912539096851,-11.4210244918059
1.96,-11.9999999241299,-11.1990004308462,-11.4268995869755
1.98,-12.0000000565155,-11.1938144820454,-11.4312163156082
2,-12.0000000380675,-11.1865604239284,-11.4343880134414
2.02,-11.9999998580048,-11.1835390869601,-11.4367184345031
2.04,-12.0000000466443,-11.1897180604856,-11.438430701687
2.06,-12.0000001640067,-11.2049393173018,-11.4396887850137
2.08,-12.0000002542771,-11.2136264725414,-11.4406132084965
2.1,-12.0000000505832,-11.2111079267531,-11.4412924628826
2.12,-11.999999915667,-11.2383409454806,-11.4417915409249
2.14,-12.0000001098284,-11.2299075919449,-11.4421581933741
2.16,-12.0000002324706,-11.2206562591932,-11.4424276392719
2.18,-11.9999999965531,-11.2112489774328,-11.4426256445486
2.2,-11.9999997606355,-11.2080197518682,-11.4427711519186
2.22,9.45961835733972,-11.2140501028168,-11.4428780120536
2.24,12.0000001070777,-11.225583326461,-11.4429564934982
2.26,12.0000000452311,-11.2358911285903,-11.4430142069144
2.28,12.0000001219398,-11.1603300426029,-11.4430566429148
2.3,11.9999999338787,-10.4861033503418,-11.4430877631272
2.32,11.9999999748025,-9.43488803193745,-11.4431105690551
2.34,12.0000003112948,-7.56148062510247,-6.01510888410067
2.36,12.0000003139344,-4.95378161309538,-1.38431342455506
