epochs,b10,b20,b30,b40,b50
10,0.03239557684593286,0.023063116238125507,0.03245238843953255,0.019192374935536743,0.018153681828363803
20,0.016437405798164148,0.01841722844177483,0.02583953598460258,0.022693048934165367,0.02293284480733379
30,0.019100653489957452,0.01800624006205082,0.021552099886874062,0.015204739998089164,0.01788107362727619
40,0.025343106281436573,0.016009833860074357,0.013694487953632066,0.012778110949214822,0.014137769908898382
50,0.04456685817013157,0.0296312207477745,0.014681979187239173,0.013374914693566836,0.012452191024294887
