t,inp,resp
0,11.9333022404596,11.6494227519159
0.0200000000000102,11.9388603692295,11.6547753460521
0.0400000000000205,11.9444184979994,11.6601279401882
0.0600000000000023,11.9499766267693,11.6654805343244
0.0800000000000125,11.9555347555393,11.6708331284606
0.100000000000023,11.9610928843092,11.6761857225967
0.120000000000005,11.9666510130791,11.6815383167329
0.140000000000015,11.972209141849,11.6868909108691
0.159999999999997,11.9777672706189,11.6922435050053
0.180000000000007,11.9833253993888,11.6975960991414
0.200000000000017,11.9888835281587,11.7029486932776
0.219999999999999,11.9944416569286,11.7083012874138
0.240000000000009,11.9999997856985,11.7139205679085
0.260000000000019,11.9999996799809,11.7210749669578
0.280000000000001,11.9999996799809,11.7302460994944
0.300000000000011,12.0000008804166,11.7398604512645
0.320000000000022,12.0000006593709,11.7457883792469
0.340000000000003,11.9999997751881,11.7450158339028
0.360000000000014,11.9999997751881,11.7413918605588
0.379999999999995,11.9999998488014,11.7392503305188
0.400000000000006,12.0000001689196,11.7475161623505
0.420000000000016,12.0000002459153,11.754966942839
0.439999999999998,12.0000002711878,11.7654501945239
0.460000000000008,12.0000002883313,11.770028845974
0.480000000000018,12.0000002003203,11.7739067443525
0.5,12.0000002003203,11.7786252048066
0.52000000000001,12.0000002761356,11.7871560818016
0.54000000000002,12.0000005035816,11.8021292208362
0.560000000000002,12.0000004040196,11.8187120910138
0.580000000000013,12.0000000057713,11.8322531592727
0.600000000000023,12.0000000088421,11.8382207265115
0.620000000000005,11.9999999754188,11.8406636641171
0.640000000000015,11.9999998382987,11.845433770234
0.659999999999997,11.9999998579552,11.8528254318603
0.680000000000007,11.9999999365812,11.8592031759533
0.700000000000017,11.9999999365812,11.8596718671918
0.719999999999999,11.9999998902215,11.8579977092025
0.740000000000009,11.9999997047827,11.8556758087723
0.760000000000019,11.9999996964358,11.8560047536068
0.780000000000001,11.9999996797421,11.8610406593014
0.800000000000011,11.9999995841094,11.8659809578863
0.820000000000022,11.9999992015784,11.863417078355
0.840000000000003,11.9999995121599,11.8595067983939
0.860000000000014,11.9999999780322,11.8597574641641
0.879999999999995,11.9999999780322,11.8636962761024
0.900000000000006,11.9999996878669,11.8705128732825
0.920000000000016,12.0000002675229,11.877447440144
0.939999999999998,12.0000003019675,11.8817148124683
0.960000000000008,12.0000003019675,11.88624719005
0.980000000000018,12.0000001770305,11.8935341314787
1,12.000000152043,11.902701981222
1.02000000000001,12.000000152043,11.9073604867255
1.04000000000002,11.9999995537364,11.9111036081262
1.06,11.9999998894861,11.9120843157812
1.08000000000001,11.9999999566361,11.9133804303482
1.10000000000002,11.9999999566361,11.9153453133961
1.12,11.9999994007297,11.9187182325152
1.14000000000001,11.9999994007297,11.9208648288891
1.16,-12.0000004950187,11.9175701511366
1.18000000000001,-12.0000004950187,11.9142412281741
1.20000000000002,-11.9999996516261,11.9139630558519
1.22,-11.9999996516261,11.6330631560251
1.24000000000001,-11.9999998267816,9.37143555199271
1.26000000000002,-12.0000005300856,6.51178141220961
1.28,-12.0000004980262,3.17804794677042
1.30000000000001,-12.0000004437539,0.391338525273173
1.32000000000002,-12.0000002266645,-1.92952543283367
1.34,-12.0000001168644,-3.09206896079264
1.36000000000001,-11.999999677664,-4.43157449957249
1.38,-11.999999677664,-6.13829209823286
1.40000000000001,-11.9999997557525,-7.54361056920076
1.42000000000002,-12.0000000681065,-8.66380898436291
1.44,-12.0000000022569,-8.6862293802116
1.46000000000001,-11.9999997388584,-8.47802266533242
1.48000000000002,-11.9999998322195,-8.52830284423543
1.5,-12.0000002056639,-8.97224306329483
1.52000000000001,-12.0000002374712,-9.50699771187969
1.54000000000002,-12.0000003231788,-9.89476030265686
1.56,-12.0000001810697,-9.82062114911203
1.58000000000001,-12.0000002769829,-9.46770594757033
1.60000000000002,-12.0000002990418,-9.3707168110002
1.62,-12.0000003500376,-9.45559221791056
1.64000000000001,-12.0000001638391,-9.96222411720377
1.66,-12.0000000893597,-10.1888061709148
1.68000000000001,-12.0000000893597,-10.2197927102595
1.70000000000002,-11.9999999995242,-10.1288677012599
1.72,-11.9999997749355,-10.0642378615886
1.74000000000001,-11.9999997749355,-10.1399039529895
1.76000000000002,-12.0000000275216,-10.3130124161492
1.78,-12.0000002801076,-10.4260306412974
1.80000000000001,-12.0000001725643,-10.4978099840019
1.82000000000002,-11.9999999933255,-10.4879296639718
1.84,-11.9999998185414,-10.4884724632204
1.86000000000001,-11.9999997020187,-10.5124548988235
1.88,-11.9999997635704,-10.5919254848986
1.90000000000001,-11.9999998046049,-10.6762228830267
1.92000000000002,-12.000000111252,-10.7147498175264
1.94,-12.0000002273639,-10.7359635372175
1.96000000000001,-12.0000002273639,-10.7627127008733
1.98000000000002,-12.0000001173186,-10.8115108355824
2,-12.0000001173186,-10.8724201885665
2.02000000000001,-12.0000000480963,-10.9158407626719
2.04000000000002,-11.9999997712071,-10.9439192208234
2.06,-11.999999767949,-10.9630790286265
2.08000000000001,-11.9999997549165,-11.0104320183812
2.10000000000002,-11.9999998945283,-11.0415849855413
2.12,-12.0000001737519,-11.0736207226681
2.14000000000001,-12.0000001737519,-11.0929127711299
2.16,-12.0000001130349,-11.1044366178004
2.18000000000001,-11.9999998701668,-11.1164864615919
2.20000000000002,-11.9999998274836,-11.1341204731024
2.22,-11.9999997710637,-11.1667383073883
2.24000000000001,-11.9999998785079,-11.1834202718299
2.26000000000002,-11.9999998436977,-11.1896855345234
2.28,-11.9999997044568,-11.193708347104
2.30000000000001,-11.9999997044568,-11.2006569021083
2.32000000000002,-11.9999998989978,-11.2185337346345
2.34,-12.0000006771615,-11.2303409912187
2.36000000000001,-12.0000004651444,-11.239833659976
2.38,-11.9999996170761,-11.2502768419247
2.40000000000001,-11.9999997114837,-11.2644290214385
2.42000000000002,-12.0000000891141,-11.2806256486396
2.44,-12.0000000652647,-11.2928864346075
2.46000000000001,-11.9999999698669,-11.3080396424819
2.48000000000002,-11.9999999698669,-11.3280548262093
2.5,-12.0000000239574,-11.3503182823672
2.52000000000001,-12.0000002403194,-11.3698773715288
2.54000000000002,-12.0000001563919,-11.3835504800858
2.56,-11.9999997367547,-11.3975570114644
2.58000000000001,-11.9999996142754,-11.4129700441746
2.60000000000002,-11.9999996142754,-11.4311097048061
2.62,-11.9999995688893,-11.4500906016905
2.64000000000001,-11.9999995688893,-11.4645752762396
2.66,-11.9999995688893,-11.4764234117067
2.68000000000001,-11.9999999357122,-11.485419270742
2.70000000000002,-11.9999998846462,-11.4906077787634
2.72,-11.9999996993128,-11.4985356103935
2.74000000000001,-11.9999997750343,-11.5061708610591
2.76000000000002,-11.9999997684828,-11.5136725554599
2.78,-11.9999997357253,-11.5210609456533
2.80000000000001,-11.9999997357253,-11.5289060120668
2.82000000000002,-11.9999997357253,-11.5355663783896
2.84,-11.999999466087,-11.5433185826018
2.86000000000001,-11.999999466087,-11.5504983385487
2.88,-11.9999996696813,-11.5598541283553
2.90000000000001,-11.9999996696813,-11.571684221058
2.92000000000002,-12.000000512404,-11.5825844314464
2.94,-12.000000512404,-11.5930787699684
2.96000000000001,-12.000000512404,-11.6039495593982
2.98000000000002,-11.9999995059648,-11.6146829346294
3,-11.9999995059648,-11.6245720076638
3.02000000000001,-11.9999994040104,-11.6350127602625
3.04000000000002,-11.9999999773422,-11.6456626473222
3.06,-11.9999999773422,-11.6533720161333
3.08000000000001,-11.9999999773422,-11.6585679437112
3.10000000000002,-11.9999997080066,-11.6620601025964
3.12,-11.9999997080066,-11.6647178219766
3.14000000000001,-12.000000104271,-11.6685704125851
3.16,-12.0000001835238,-11.6754568710822
3.18000000000001,-12.000000205596,-11.6827565705719
3.20000000000002,-12.0000002100104,-11.686823906243
3.22,-12.0000008116598,-11.6896334627163
3.24000000000001,-12.0000008116598,-11.6923824759261
3.26000000000002,-12.0000008116598,-11.6961784122511
3.28,-12.0000002098546,-11.7015465191384
3.30000000000001,-12.0000000894936,-11.7077199804722
3.32000000000002,-11.9999993925083,-11.7153323213193
3.34,-12.0000000454673,-11.722983199667
3.36000000000001,-12.0000000454673,-11.7286754737894
3.38,-12.0000000454673,-11.7324762297415
3.40000000000001,-12.0000003659584,-11.7359029579228
3.42000000000002,-12.0000003659584,-11.740678059543
3.44,-12.000000100929,-11.7482045432403
3.46000000000001,-12.000000100929,-11.7564379158228
3.48000000000002,-12.0000004554203,-11.7632200273984
3.5,-12.0000004554203,-11.7692542990623
3.52000000000001,-11.9999999909727,-11.7731844344666
3.54000000000002,-11.9999999909727,-11.7734024172141
3.56,-12.0000000697206,-11.7718862488012
3.58000000000001,-12.0000000697206,-11.7724369441395
3.60000000000002,-12.0000001394205,-11.7769824938755
3.62,-12.0000003352459,-11.7844225529044
