t,inp,resp,fit
6.64,-12.0000001365875,-11.162760567576,-11.2823687918315
6.66,-12.0000002808917,-11.2175791302477,-11.283252387375
6.68,-12.0000003429024,-11.2321805665567,-11.2839382244137
6.7,-11.9999997385432,-11.2255444947398,-11.2844706287685
6.72,-11.9999993034286,-11.2134555362275,-11.2848837849489
6.74,-11.9999997612648,-11.2206173426927,-11.285204397053
6.76,-11.9999997978778,-11.2302293808553,-11.2854532478057
6.78,-11.9999998996283,-11.2377561900016,-11.2856464145886
6.8,-12.0000000282857,-11.2373327488354,-11.2857963469693
6.82,-12.0000001383354,-11.2284201156775,-11.2859125842342
6.84,-12.0000002351283,-11.2096089797613,-11.2860027059071
6.86,-11.9999999206055,-11.1804504348152,-11.2860727469496
6.88,-12.0000002263304,-11.1741866348594,-11.2861271144488
6.9,-12.0000003215289,-11.1393260794748,-11.2861693312177
6.92,-12.0000004167274,-11.0991122784998,-11.2862021233081
6.94,-12.0000002284216,-11.0737398638962,-11.2862275968612
6.96,-12.0000000237611,-11.0479374505804,-11.2862473876082
6.98,-12.0000000792736,-11.0203241157905,-11.2862626812421
7,-12.0000000096778,-11.0161336743329,-11.2862746152127
7.02,-11.9999998320294,-10.9800399460393,-11.286283897373
7.04,-11.9999997235346,-10.9276809996308,-11.2862911214278
7.06,-11.9999997926358,-10.9433743819317,-11.2862966884615
7.08,-12.0000001644305,-10.9332085104843,-11.2863009660151
7.1,-12.0000003757035,-10.8991662589837,-11.2863042975711
7.12,-11.9999997855749,-10.9057176057297,-11.2863068685813
7.14,-11.9999998951737,-10.912414853069,-11.2863088265691
7.16,-11.9999999217919,-10.8822747889321,-11.2863103233437
7.18,-12.0000000827234,-10.8488307790606,-11.2863114995612
7.2,-11.9999999974027,-10.8265711766109,-11.2863124907286
7.22,-11.9999998658733,-10.8394529779797,-11.2863133044749
7.24,-12.0000002495107,-10.9256739361704,-11.2863138117702
7.26,-12.000000455527,-10.9822406251864,-11.2863142285672
7.28,-12.0000002835306,-10.9945968152738,-11.286314557654
7.3,-12.0000001277708,-10.9859076729992,-11.2863148469501
7.32,-12.0000002918859,-11.0401083392606,-11.2863150535107
7.34,-12.000000209308,-11.0796556914786,-11.2863151861288
7.36,-11.9999999929394,-11.1025118703547,-11.2863153698385
7.38,-12.0000003118742,-11.1249016492652,-11.2863155557991
7.4,-12.0000004806262,-11.1780519815094,-11.2863156639082
7.42,-12.0000001576721,-11.2517216228974,-11.2863157150145
7.44,-11.9999998197646,-11.2623900472919,-11.2863157892368
7.46,-11.9999998573246,-11.3571650717107,-11.2863158294531
7.48,-11.9999999430615,-11.2384876955264,-11.2863158151045
7.5,-12.0000000939935,-11.2889019268137,-11.2863158711269
7.52,-12.0000000209333,-11.3386575853418,-11.2863159501409
7.54,-11.9999996346856,-11.3406632187117,-11.2863159434599
7.56,-11.9999997016485,-11.3409076612779,-11.2863158671211
7.58,-11.9999997584356,-11.3839332227864,-11.2863158157826
7.6,-11.9999998903537,-11.4278264695262,-11.2863157939918
7.62,-11.9999999452029,-11.410552065868,-11.2863158088616
7.64,-11.9999999404452,-11.3545818891022,-11.2863158050179
7.66,-11.999999907551,-11.3590939446559,-11.2863157207021
7.68,-11.9999998595561,-11.3759395261191,-11.2863156693639
7.7,-11.9999998169469,-11.3556184726145,-11.2863156414774
7.72,-11.9999997328425,-11.3985786685743,-11.2863156476125
7.74,-11.9999996308923,-11.3989772522577,-11.2863156639236
7.76,-11.9999997212076,-11.398830538183,-11.2863156755811
7.78,-11.9999996131886,-11.3826754556377,-11.2863156777021
7.8,-11.9999995051696,-11.3645954873092,-11.2863156692418
7.82,-12.000000105468,-11.368670566376,-11.2863156537035
7.84,-12.0000005307555,-11.3918950444869,-11.2863156239339
7.86,-12.0000000370448,-11.4401431971886,-11.2863155793616
7.88,-11.9999997785355,-11.4504952492686,-11.2863155637863
7.9,-11.9999998632867,-11.452528798796,-11.2863155289523
7.92,-11.9999999714107,-11.4606051420356,-11.2863154791716
7.94,-12.0000001127067,-11.4767061907618,-11.2863155669416
7.96,-12.0000001447443,-11.4896920730659,-11.2863157246145
7.98,-12.000000250116,-11.4477710193545,-11.2863157430252
8,-12.000000250116,-11.424173447468,-11.2863157028794
8.02,-12.0000003328206,-11.4039903524071,-11.2863156895678
8.04,-12.0000006061509,-11.3915902426131,-11.2863157020044
8.06,-12.0000001931547,-11.4270069147862,-11.2863157414094
8.08,-11.9999999288237,-11.4119784983196,-11.2863157787384
8.1,-11.999999850009,-11.3914668356056,-11.2863158298982
8.12,-11.9999998386053,-11.3460396621282,-11.286315869604
8.14,-11.99999985701,-11.3279784301297,-11.2863159178354
8.16,-12.000000127225,-11.4097709975415,-11.2863160128239
8.18,-11.9999999347813,-11.3892228567432,-11.2863159995806
8.2,-11.9999998416144,-11.3612317446056,-11.2863159336418
8.22,-12.0000000353856,-11.3412179674776,-11.2863158658698
8.24,-12.0000001047117,-11.3209397137324,-11.2863158108697
8.26,-12.0000003000117,-11.2956101538524,-11.2863157720588
8.28,-12.0000001312011,-11.2987790741526,-11.2863157988368
8.3,-11.9999999195299,-11.2630264969268,-11.2863157790963
8.32,-11.99999980122,-11.2642049816709,-11.2863157441573
8.34,-11.9999997155893,-11.2736242360393,-11.2863157578432
8.36,-11.9999996880016,-11.2748150925796,-11.2863157830632
8.38,-11.9999997586075,-11.2577836940835,-11.2863158437613
8.4,-11.9999994833136,-11.2470588254028,-11.2863158553232
8.42,-11.9999997249192,-11.2540212413024,-11.2863158197248
8.44,-11.9999998278555,-11.2800060934998,-11.2863157671836
8.46,-11.9999998515042,-11.2995324805427,-11.2863157083744
8.48,-11.9999996564531,-11.2600617234013,-11.2863156569226
8.5,-11.999999805147,-11.2210731480404,-11.2863156318577
8.52,-12.0000000514318,-11.2322789591072,-11.2863155544355
8.54,-11.9999999680215,-11.2590921540118,-11.2863155452224
8.56,-12.0000000664827,-11.2820739963708,-11.2863155597473
8.58,-12.0000001490603,-11.3404484478086,-11.2863155760001
8.6,-12.0000001983103,-11.3614731144051,-11.2863155475419
8.62,-12.0000002341303,-11.3883679814504,-11.2863155567658
8.64,-12.0000001695085,-11.4593148370485,-11.2863156157851
8.66,-12.000000046053,-11.4851562989353,-11.2863156440269
8.68,-11.9999998648221,-11.4817411857302,-11.2863156866789
8.7,-12.0000000276016,-11.4684726177727,-11.2863157371701
8.72,-12.0000000730552,-11.4891660060457,-11.2863157867277
8.74,0.927800503680491,-11.5268543266671,-11.2863158327326
8.76,12.0000004647024,-11.482904980904,-11.2863158548302
8.78,12.0000003951079,-11.4728728578285,-11.2863158459842
8.8,11.999999844475,-11.2627019583157,-11.2863158009567
