,x,y
261,-0.82508,-1.6831
262,-0.86185,-1.7138
263,-0.89889,-1.7445
264,-0.93611,-1.7748
265,-0.97383,-1.8049
266,-1.0119,-1.8352
267,-1.0507,-1.8657
268,-1.0896,-1.8958
269,-1.1284,-1.9254
270,-1.1675,-1.9545
271,-1.2067,-1.9833
272,-1.2464,-2.012
273,-1.2865,-2.0406
274,-1.3276,-2.0694
275,-1.3694,-2.0985
276,-1.4112,-2.1276
277,-1.4537,-2.157
278,-1.4966,-2.1859
279,-1.5397,-2.2143
280,-1.5839,-2.2429
281,-1.6286,-2.2716
282,-1.6735,-2.3002
283,-1.7196,-2.3292
284,-1.767,-2.3585
285,-1.8147,-2.3876
286,-1.8624,-2.4163
287,-1.9112,-2.4455
288,-1.9608,-2.4746
289,-2.0106,-2.5033
290,-2.0615,-2.5325
291,-2.1129,-2.5615
292,-2.1642,-2.5899
293,-2.2161,-2.6183
294,-2.2686,-2.6466
295,-2.3224,-2.6752
296,-2.3765,-2.7036
297,-2.4306,-2.7313
298,-2.4855,-2.7591
299,-2.5412,-2.7869
300,-2.5985,-2.815
301,-2.6573,-2.8433
302,-2.7172,-2.8716
303,-2.7787,-2.9001
304,-2.8414,-2.9287
305,-2.9047,-2.9568
306,-2.9693,-2.9849
307,-3.0345,-3.0128
308,-3.1007,-3.0406
309,-3.1672,-3.0681
310,-3.2343,-3.0957
311,-3.3025,-3.1233
312,-3.371,-3.1507
313,-3.4399,-3.1778
314,-3.5085,-3.2045
315,-3.577,-3.2309
316,-3.6461,-3.2571
317,-3.7153,-3.2829
318,-3.7848,-3.3085
319,-3.8545,-3.3338
320,-3.9246,-3.3587
321,-3.9951,-3.3832
322,-4.0667,-3.4075
323,-4.1389,-3.4313
324,-4.2111,-3.4545
325,-4.2838,-3.477
326,-4.3568,-3.499
327,-4.4307,-3.5203
328,-4.5048,-3.5407
329,-4.5794,-3.5603
330,-4.654,-3.5791
331,-4.7289,-3.5971
332,-4.8034,-3.6141
333,-4.8782,-3.6301
334,-4.9529,-3.645
335,-5.028,-3.6588
336,-5.1031,-3.6716
337,-5.1777,-3.6832
338,-5.2522,-3.6937
339,-5.3266,-3.7032
340,-5.4014,-3.7116
341,-5.4764,-3.7187
342,-5.5516,-3.7246
343,-5.6265,-3.7293
344,-5.7015,-3.7328
345,-5.777,-3.7349
346,-5.8524,-3.7359
347,-5.928,-3.7355
348,-6.004,-3.7338
349,-6.0799,-3.7308
350,-6.1556,-3.7265
351,-6.2309,-3.721
352,-6.3057,-3.7141
353,-6.38,-3.7059
354,-6.4543,-3.6963
355,-6.5285,-3.6851
356,-6.6032,-3.6722
357,-6.678,-3.6579
358,-6.7522,-3.6421
359,-6.8264,-3.6245
360,-6.9004,-3.6053
361,-6.9746,-3.5841
362,-7.0482,-3.5616
363,-7.1217,-3.5372
364,-7.1944,-3.5113
365,-7.2667,-3.4837
366,-7.338,-3.455
367,-7.4086,-3.4246
368,-7.4782,-3.393
369,-7.5472,-3.3595
370,-7.6153,-3.3243
371,-7.6819,-3.2881
372,-7.7474,-3.2503
373,-7.8118,-3.211
374,-7.8754,-3.17
375,-7.9378,-3.1275
376,-7.9993,-3.0834
377,-8.0595,-3.0381
378,-8.1185,-2.9911
379,-8.1764,-2.9422
380,-8.233,-2.8922
381,-8.2886,-2.8405
382,-8.3432,-2.787
383,-8.3963,-2.7325
384,-8.4481,-2.6766
385,-8.4983,-2.62
386,-8.547,-2.5624
387,-8.5942,-2.504
388,-8.64,-2.4442
389,-8.6846,-2.3834
390,-8.7281,-2.3207
391,-8.7703,-2.2568
392,-8.8109,-2.1924
393,-8.8501,-2.1267
394,-8.8878,-2.0602
395,-8.9242,-1.9924
396,-8.959,-1.9239
397,-8.9923,-1.8545
398,-9.0238,-1.7849
399,-9.0537,-1.7147
400,-9.0816,-1.6446
401,-9.1076,-1.5742
402,-9.1314,-1.5039
403,-9.1533,-1.433
404,-9.1731,-1.3623
405,-9.1904,-1.2924
406,-9.2044,-1.2225
407,-9.2145,-1.1529
408,-9.2196,-1.0835
409,-9.2194,-1.0151
410,-9.2134,-0.94679
411,-9.2015,-0.87889
412,-9.1839,-0.81168
413,-9.1611,-0.74563
414,-9.1334,-0.68008
415,-9.1012,-0.61469
416,-9.0649,-0.55007
417,-9.0251,-0.48652
418,-8.9822,-0.42375
419,-8.9368,-0.36133
420,-8.8899,-0.29949
421,-8.8415,-0.23764
422,-8.7925,-0.1757
423,-8.7434,-0.11344
424,-8.6945,-0.050791
425,-8.6463,0.012087
426,-8.5991,0.075595
427,-8.5529,0.14048
428,-8.508,0.20709
429,-8.4648,0.27383
430,-8.4233,0.34096
431,-8.3833,0.40886
432,-8.3452,0.47782
433,-8.3094,0.54716
434,-8.2755,0.61673
435,-8.2442,0.68581
436,-8.2153,0.75545
437,-8.1887,0.82606
438,-8.1644,0.89712
439,-8.1428,0.9675
440,-8.124,1.037
441,-8.1077,1.1059
442,-8.0935,1.1744
443,-8.0811,1.2428
444,-8.0704,1.3109
445,-8.0617,1.3783
446,-8.0545,1.4452
447,-8.0484,1.5111
448,-8.0422,1.5763
449,-8.0355,1.6406
450,-8.0273,1.7043
451,-8.0178,1.7668
452,-8.0071,1.8272
453,-7.9944,1.8863
454,-7.979,1.9444
455,-7.9613,2.0008
456,-7.941,2.0559
457,-7.9185,2.1093
458,-7.8933,2.1613
459,-7.8658,2.2116
460,-7.8356,2.2607
461,-7.8029,2.3082
462,-7.7684,2.354
463,-7.7316,2.3984
464,-7.6928,2.4414
465,-7.6514,2.4833
466,-7.6078,2.5239
467,-7.5619,2.5635
468,-7.5142,2.6018
469,-7.4648,2.6389
470,-7.4141,2.6745
471,-7.3619,2.7091
472,-7.3077,2.7427
473,-7.2523,2.775
474,-7.1955,2.8063
475,-7.1368,2.8369
476,-7.0765,2.8665
477,-7.0143,2.8953
478,-6.9509,2.9233
479,-6.8859,2.9505
480,-6.8198,2.9768
481,-6.7536,3.0021
482,-6.6865,3.0263
483,-6.6187,3.0497
484,-6.5492,3.0722
485,-6.4788,3.0938
486,-6.4084,3.1142
487,-6.3374,3.1335
488,-6.2665,3.1517
489,-6.1954,3.169
490,-6.1247,3.185
491,-6.0536,3.1999
492,-5.9828,3.2133
493,-5.9117,3.2255
494,-5.8407,3.2365
495,-5.769,3.2462
496,-5.6971,3.2546
497,-5.6258,3.2617
498,-5.5545,3.2676
499,-5.4834,3.2722
500,-5.4119,3.2754
501,-5.3403,3.2772
502,-5.2685,3.2778
503,-5.1971,3.277
504,-5.1255,3.2748
505,-5.0537,3.2712
506,-4.9822,3.2662
507,-4.9105,3.2597
508,-4.8386,3.2519
509,-4.7671,3.2426
510,-4.6958,3.2321
511,-4.6253,3.2204
512,-4.5553,3.2075
513,-4.4858,3.1933
514,-4.4164,3.1778
515,-4.3472,3.161
516,-4.2779,3.1426
517,-4.2087,3.123
518,-4.1402,3.1023
519,-4.0717,3.0802
520,-4.0034,3.0569
521,-3.935,3.0323
522,-3.8671,3.0066
523,-3.7993,2.9796
524,-3.7323,2.9517
525,-3.6656,2.9227
526,-3.5998,2.893
527,-3.5345,2.8622
528,-3.4701,2.8306
529,-3.4061,2.7978
530,-3.3427,2.7643
531,-3.2804,2.7304
532,-3.219,2.6958
533,-3.1584,2.6606
534,-3.0984,2.6247
535,-3.0392,2.5883
536,-2.9806,2.5512
537,-2.9227,2.5138
538,-2.8654,2.4758
539,-2.8081,2.437
540,-2.751,2.398
541,-2.6935,2.3584
542,-2.6351,2.3182
543,-2.5765,2.2776
544,-2.5173,2.2367
545,-2.4579,2.1958
546,-2.3978,2.1542
547,-2.3365,2.1115
548,-2.2746,2.0683
549,-2.2124,2.0249
550,-2.1498,1.9808
551,-2.087,1.9362
552,-2.0233,1.8905
553,-1.9589,1.8442
554,-1.8938,1.7968
555,-1.8282,1.7493
556,-1.7623,1.701
557,-1.6957,1.6516
558,-1.6291,1.6014
559,-1.5624,1.5504
560,-1.4961,1.4989
561,-1.4299,1.4465
562,-1.3641,1.3936
563,-1.2985,1.3397
564,-1.233,1.2851
565,-1.1676,1.2292
566,-1.1018,1.1718
567,-1.0362,1.1137
568,-0.97084,1.0549
569,-0.90553,0.9952
570,-0.84006,0.93443
571,-0.7745,0.8727
572,-0.70922,0.81035
573,-0.64433,0.74753
574,-0.57923,0.68348
575,-0.51359,0.61807
576,-0.44785,0.55181
577,-0.38181,0.48468
578,-0.31575,0.41685
579,-0.24948,0.34806
580,-0.18319,0.27915
581,-0.11711,0.21033
582,-0.051921,0.14232
583,0.012759,0.074301
584,0.077493,0.0054518
585,0.14253,-0.064471
586,0.2073,-0.13439
587,0.27205,-0.20473
588,0.3364,-0.2754
589,0.40072,-0.34617
590,0.46466,-0.41608
591,0.52871,-0.48593
592,0.59333,-0.55639
593,0.65841,-0.62756
594,0.72296,-0.69807
595,0.78708,-0.76827
596,0.85143,-0.83809
597,0.91606,-0.90789
598,0.9811,-0.97782
599,1.0468,-1.0475
600,1.1127,-1.1163
601,1.1791,-1.1849
602,1.2466,-1.2539
603,1.3143,-1.3228
604,1.3817,-1.3905
605,1.4493,-1.4575
606,1.5178,-1.5247
607,1.5863,-1.5912
608,1.6551,-1.657
609,1.7244,-1.7226
610,1.7935,-1.7872
611,1.863,-1.851
612,1.9332,-1.9147
613,2.0037,-1.9776
614,2.0748,-2.04
615,2.1461,-2.1015
616,2.2176,-2.1622
617,2.2888,-2.2217
618,2.3598,-2.2802
619,2.4311,-2.3377
620,2.5031,-2.3945
621,2.5757,-2.4502
622,2.6491,-2.5054
623,2.7223,-2.5592
624,2.7954,-2.6118
625,2.8688,-2.6636
626,2.9422,-2.7146
627,3.016,-2.7646
628,3.0897,-2.813
629,3.1635,-2.8603
630,3.2375,-2.9063
631,3.3121,-2.9515
632,3.387,-2.9956
633,3.4625,-3.0385
634,3.5376,-3.0802
635,3.6131,-3.121
636,3.6896,-3.1609
637,3.766,-3.1995
638,3.8429,-3.2372
639,3.9197,-3.2733
640,3.9967,-3.3083
641,4.0741,-3.3419
642,4.1523,-3.3746
643,4.2311,-3.4061
644,4.3105,-3.4366
645,4.39,-3.4659
646,4.4701,-3.4941
647,4.5513,-3.5212
648,4.6337,-3.5473
649,4.7163,-3.5722
650,4.7992,-3.596
651,4.8824,-3.6185
652,4.9652,-3.6396
653,5.0481,-3.6593
654,5.1315,-3.6776
655,5.2149,-3.6946
656,5.2986,-3.7101
657,5.3824,-3.7242
658,5.4666,-3.7366
659,5.5506,-3.7473
660,5.6338,-3.7565
661,5.7167,-3.7641
662,5.7991,-3.77
663,5.882,-3.774
664,5.9656,-3.7759
665,6.0489,-3.776
666,6.1323,-3.774
667,6.2149,-3.7701
668,6.2972,-3.7642
669,6.3789,-3.7564
670,6.4603,-3.7465
671,6.5411,-3.7345
672,6.6219,-3.7201
673,6.7025,-3.7033
674,6.7833,-3.684
675,6.8635,-3.6626
676,6.9433,-3.6391
677,7.022,-3.6139
678,7.1,-3.5866
679,7.1777,-3.557
680,7.255,-3.525
681,7.3312,-3.4912
682,7.4066,-3.4553
683,7.4816,-3.4171
684,7.5554,-3.377
685,7.6286,-3.3348
686,7.7006,-3.2909
687,7.7717,-3.245
688,7.8417,-3.1975
689,7.9108,-3.1478
690,7.9786,-3.0964
691,8.0449,-3.044
692,8.11,-2.99
693,8.1737,-2.9347
694,8.2363,-2.8778
695,8.2977,-2.82
696,8.3578,-2.761
697,8.4162,-2.7014
698,8.4738,-2.6403
699,8.5309,-2.5771
700,8.5864,-2.5131
701,8.6401,-2.449
702,8.6924,-2.3843
703,8.7432,-2.319
704,8.793,-2.2526
705,8.8414,-2.1854
706,8.8889,-2.117
707,8.9352,-2.0482
708,8.9805,-1.9787
709,9.0243,-1.9092
710,9.0669,-1.8393
711,9.1085,-1.769
712,9.1488,-1.6991
