epochs,b10,b20,b30,b40,b50
10,0.18397680621294565,0.1558334557465117,0.1292656581432108,0.13933152321575545,0.13720120660744292
20,0.15122332923269366,0.13059118610591952,0.13858122985345236,0.12543241748963732,0.125849339934677
30,0.1779031419795962,0.11935825300525864,0.1225931871167096,0.12492117924212322,0.12031231944004314
40,0.15810148516753247,0.1207074466066076,0.12349111717059971,0.11200243936975642,0.12257476968638242
50,0.19161156699416715,0.14248402268316307,0.13510155848249575,0.12086587757004745,0.11579927407235634
