9.4995,0.0007998,0.00021081,-0.00039332,1.0184e-07,-1.6294e-07
9.4963,0.0059057,5.8232e-05,-0.00017018,1.0846e-07,-1.7354e-07
9.4891,0.017623,1.5406e-05,-3.8252e-05,1.235e-07,-1.976e-07
9.4778,0.036448,-2.4333e-05,3.694e-05,1.4795e-07,-2.3672e-07
9.4625,0.061962,-5.3046e-05,8.0643e-05,1.8209e-07,-2.9134e-07
9.4436,0.093488,-9.6996e-06,1.7649e-05,2.2609e-07,-3.6175e-07
9.4215,0.1306,-4.6753e-05,7.4416e-05,2.806e-07,-4.4896e-07
9.3965,0.1725,-7.3122e-05,0.00011142,3.4573e-07,-5.5317e-07
9.3692,0.2182,-2.0106e-05,3.6123e-05,3.5328e-07,-5.6524e-07
9.34,0.26711,-4.8126e-05,7.8189e-05,2.4936e-07,-3.9898e-07
9.3092,0.31858,-7.8337e-06,1.7843e-05,8.6732e-08,-1.3877e-07
9.277,0.37222,-3.774e-05,6.3387e-05,-1.411e-07,2.2575e-07
9.2436,0.42754,1.3732e-06,4.074e-06,-4.3872e-07,7.0195e-07
9.2093,0.48433,-2.8386e-05,4.9259e-05,-7.2864e-07,1.1658e-06
9.1741,0.54224,1.0951e-05,-9.8896e-06,-5.7911e-07,9.2657e-07
9.1381,0.60123,-1.8668e-05,3.4387e-05,-2.1412e-07,3.4259e-07
9.1014,0.66091,-4.6258e-05,7.3861e-05,2.3076e-07,-3.6921e-07
9.0644,0.72072,8.6232e-06,-6.1819e-06,5.1783e-07,-8.2852e-07
9.0271,0.78054,-1.1089e-05,2.1863e-05,6.4471e-07,-1.0315e-06
8.9895,0.84028,3.7441e-05,-4.6303e-05,6.0993e-07,-9.7589e-07
8.9514,0.90022,-6.149e-06,1.4343e-05,4.1097e-07,-6.5756e-07
8.9129,0.96018,-4.7544e-05,6.9686e-05,4.4956e-08,-7.193e-08
8.8743,1.0197,1.4859e-05,-1.3981e-05,-6.6498e-08,1.064e-07
8.8354,1.0787,4.3145e-05,-4.967e-05,6.524e-09,-1.0438e-08
8.796,1.1377,-2.668e-05,3.8704e-05,3.6263e-08,-5.8021e-08
8.7562,1.1964,2.2606e-05,-2.1693e-05,-5.099e-08,8.1583e-08
8.7159,1.2549,-3.7164e-05,4.9797e-05,-2.5611e-07,4.0978e-07
8.6753,1.3129,1.9022e-05,-1.6302e-05,-5.7864e-07,9.2582e-07
8.6344,1.3702,-2.9936e-05,3.9386e-05,-1.0182e-06,1.6292e-06
8.5933,1.4268,2.5161e-05,-2.2169e-05,-8.8484e-07,1.4157e-06
8.5519,1.4827,-8.8777e-06,1.4409e-05,-5.4972e-07,8.7954e-07
8.5102,1.5377,-4.2347e-05,4.8653e-05,-3.9285e-08,6.2856e-08
