-8.0003,0.00078404,0.0001421,-0.00037696,1.2388e-05,1.2343e-05
-8.0025,0.0061502,6.4448e-06,-0.00024968,1.3132e-05,1.3089e-05
-8.0072,0.019717,9.5766e-06,-0.00010106,1.4737e-05,1.47e-05
-8.0147,0.043021,2.0456e-06,1.8649e-05,1.7001e-05,1.6972e-05
-8.0248,0.076007,-1.2868e-05,9.8155e-05,1.9436e-05,1.9418e-05
-8.0371,0.11809,1.5146e-05,2.5612e-05,2.1414e-05,2.1411e-05
-8.0516,0.16886,-1.0393e-05,0.000119,1.9975e-05,1.9975e-05
-8.068,0.22723,-3.3586e-05,0.00017843,1.6066e-05,1.6066e-05
-8.0859,0.29186,-3.6063e-06,7.084e-05,1.0972e-05,1.0972e-05
-8.1051,0.36186,-2.7767e-05,0.00013037,6.2445e-06,6.2445e-06
-8.1253,0.4362,-6.9032e-06,4.1516e-05,2.1049e-06,2.1049e-06
-8.1462,0.51424,-2.7478e-05,9.8626e-05,-1.2772e-06,-1.2772e-06
-8.1678,0.5952,-7.4365e-06,1.1213e-05,-3.4852e-06,-3.4852e-06
-8.1899,0.67867,-2.3202e-05,7.0621e-05,-2.399e-06,-2.399e-06
-8.2124,0.76415,-1.0113e-06,-1.3175e-05,-1.469e-06,-1.469e-06
-8.2352,0.85148,-1.4876e-05,4.8083e-05,-7.0703e-07,-7.0703e-07
-8.2581,0.94043,5.7506e-06,-3.7377e-05,-1.2422e-07,-1.2422e-07
-8.2813,1.0311,-8.3298e-06,2.5816e-05,1.0184e-07,1.0184e-07
-8.3047,1.1232,-2.3388e-05,9.224e-05,1.1384e-07,1.1384e-07
-8.328,1.2162,3.0945e-06,-2.6383e-05,7.8108e-08,7.8108e-08
-8.3512,1.3099,-6.0381e-06,1.5492e-05,-5.8665e-09,-5.8665e-09
-8.3743,1.4042,-1.817e-05,7.4638e-05,-8.7563e-08,-8.7563e-08
-8.3971,1.4987,8.647e-06,-5.7301e-05,-8.9765e-08,-8.9765e-08
-8.4197,1.5937,4.9913e-07,-1.7856e-05,-9.8942e-08,-9.8942e-08
-8.4421,1.6893,-1.181e-05,4.7712e-05,-9.8995e-08,-9.8995e-08
-8.4641,1.7853,1.329e-05,-9.1259e-05,-8.204e-08,-8.204e-08
-8.4859,1.8821,-2.8217e-05,0.00015103,-5.545e-08,-5.545e-08
-8.5072,1.9787,-3.7143e-06,7.358e-06,-3.2275e-08,-3.2275e-08
-8.528,2.0749,-1.0375e-06,-8.0065e-06,-1.2452e-08,-1.2452e-08
-8.5481,2.1706,1.7282e-07,-1.5282e-05,2.5375e-09,2.5375e-09
-8.5678,2.2662,5.5366e-07,-1.8164e-05,5.8573e-09,5.8573e-09
-8.5868,2.3617,4.7799e-07,-1.875e-05,8.1556e-09,8.1556e-09
-8.6054,2.4574,1.5007e-07,-1.7654e-05,9.4814e-09,9.4814e-09
-8.6233,2.5534,-2.951e-07,-1.5939e-05,9.6315e-09,9.6315e-09
-8.6407,2.65,-7.918e-07,-1.3942e-05,4.7721e-09,4.7721e-09
-8.6576,2.7471,-6.2861e-06,3.9804e-05,1.0037e-09,1.0037e-09
-8.6738,2.8448,8.5076e-06,-0.00010917,-1.7175e-09,-1.7175e-09
-8.6895,2.9438,5.1035e-07,-4.115e-05,-3.3743e-09,-3.3743e-09
-8.7046,3.0446,-6.5379e-06,5.0103e-05,-1.7852e-09,-1.7852e-09
-8.719,3.1465,-9.1645e-06,0.00011418,-4.4672e-10,-4.4672e-10
-8.7328,3.2488,-7.52e-07,-3.7846e-05,6.4542e-10,6.4542e-10
-8.7457,3.3516,-3.3985e-06,1.3777e-05,1.2844e-09,1.2844e-09
-8.7579,3.4546,-4.6617e-06,8.1286e-05,7.8054e-10,7.8054e-10
-8.7692,3.5574,-6.1916e-07,-4.5196e-05,2.6142e-10,2.6142e-10
-8.7797,3.66,-2.2127e-06,1.9969e-05,-2.7165e-10,-2.7165e-10
-8.7893,3.7626,-7.5858e-07,-6.9086e-05,-5.5943e-10,-5.5943e-10
-8.798,3.8656,-1.6809e-06,2.2603e-05,-3.7711e-10,-3.7711e-10
-8.8057,3.969,-2.5798e-06,-4.6554e-05,-1.6874e-10,-1.6874e-10
-8.8125,4.073,-5.3232e-07,4.8509e-05,6.2257e-11,6.2257e-11
-8.8183,4.1774,-3.0015e-06,-1.8691e-05,1.4569e-10,1.4569e-10
-8.8231,4.2824,-5.1319e-06,-5.7511e-05,1.0353e-10,1.0353e-10
-8.8269,4.3882,2.1696e-06,6.6237e-05,5.4113e-11,5.4113e-11
-8.8296,4.4944,-1.8876e-06,1.364e-05,4.8481e-12,4.8481e-12
-8.8312,4.601,-3.9652e-06,-1.023e-05,-1.7435e-12,-1.7435e-12
-8.8317,4.708,-8.3285e-06,-5.1361e-05,-1.1327e-12,-1.1327e-12
-8.831,4.8157,4.8369e-06,6.5068e-05,-4.9849e-13,-4.9849e-13
-8.8292,4.9236,-3.2356e-06,4.6511e-06,0,0
-8.8261,5.0319,-1.1934e-05,-5.5118e-05,0,0
-8.8217,5.1407,3.6025e-06,4.6583e-05,0,0
-8.8159,5.2499,-9.9871e-06,-2.6563e-05,0,0
-8.8087,5.3594,5.8221e-06,5.3079e-05,0,0
-8.8002,5.4691,-1.4183e-05,-3.7905e-05,0,0
-8.7901,5.579,2.6051e-06,3.5902e-05,0,0
-8.7786,5.6888,2.3469e-05,0.00010451,0,0
-8.7657,5.7976,-1.127e-05,-2.0898e-05,0,0
-8.7514,5.9054,1.947e-06,2.3896e-05,0,0
-8.7358,6.0119,2.1216e-05,7.8212e-05,0,0
-8.7189,6.1165,-2.0703e-05,-5.1673e-05,0,0
-8.7007,6.2196,-8.5792e-06,-1.3729e-05,0,0
-8.6809,6.3212,1.4097e-05,4.4202e-05,0,0
-8.6598,6.4212,-3.7042e-05,-8.2015e-05,0,0
-8.6368,6.5202,-2.3972e-05,-4.2205e-05,0,0
-8.6118,6.6186,-1.2787e-05,-1.1332e-05,0,0
-8.5847,6.7166,-6.349e-06,5.6385e-06,0,0
-8.5553,6.8141,-2.6414e-06,1.4946e-05,0,0
-8.5236,6.911,-5.0959e-07,1.9909e-05,0,0
-8.4896,7.007,7.1175e-07,2.2329e-05,0,0
-8.4533,7.1019,1.4002e-06,2.3201e-05,0,0
-8.4147,7.1955,1.524e-05,3.8114e-05,0,0
-8.3742,7.2872,4.6308e-05,6.7856e-05,0,0
-8.332,7.3764,6.8655e-05,8.563e-05,0,0
-8.2888,7.4622,-3.7098e-05,-3.0655e-05,0,0
-8.2443,7.5448,-1.3135e-05,-7.5249e-06,0,0
-8.1984,7.6242,3.0883e-05,2.9581e-05,0,0
-8.1513,7.7003,-5.5908e-05,-4.429e-05,0,0
-8.1026,7.7734,-9.7531e-06,-6.7717e-06,0,0
-8.0521,7.8435,4.4664e-05,2.9025e-05,0,0
-8.0002,7.9105,-3.8059e-05,-2.6983e-05,2.2788e-06,-3.6461e-06
-7.9465,7.9744,1.1908e-05,3.7103e-06,-2.6158e-06,4.1853e-06
-7.8911,8.0354,-6.2367e-05,-1.3653e-05,-1.6406e-05,2.6249e-05
-7.8336,8.0936,-1.1724e-06,3.6309e-05,-1.9661e-05,3.1457e-05
-7.774,8.1491,-5.7282e-05,1.7976e-05,-1.9882e-05,3.1811e-05
-7.712,8.2018,2.0595e-05,4.3858e-05,-1.8091e-05,2.8946e-05
-7.6479,8.2518,-3.2307e-05,2.2491e-05,-1.4342e-05,2.2947e-05
-7.5818,8.299,5.1927e-05,2.6665e-05,-2.2128e-06,3.5405e-06
-7.5139,8.3433,-6.9374e-07,-5.3506e-07,4.9772e-07,-7.9635e-07
-7.4445,8.3847,-3.3521e-05,-3.6051e-06,-5.7884e-06,9.2614e-06
-7.3733,8.4231,2.9731e-05,2.4484e-05,-2.0464e-05,3.2742e-05
-7.3006,8.4587,-1.6876e-05,4.1177e-05,-2.9176e-05,4.6682e-05
-7.2264,8.4914,-5.68e-05,4.5924e-05,-3.2968e-05,5.2749e-05
-7.1506,8.5212,-8.7965e-05,5.0226e-05,-3.4877e-05,5.5802e-05
-7.0727,8.5482,5.9148e-06,5.5759e-05,-3.5831e-05,5.733e-05
-6.9929,8.5724,-5.254e-05,5.7537e-05,-3.5998e-05,5.7596e-05
-6.9113,8.5937,1.7937e-05,5.4165e-05,-3.5564e-05,5.6902e-05
-6.8282,8.6123,-5.6562e-05,5.4035e-05,-2.3976e-05,3.8362e-05
-6.7436,8.628,2.7096e-05,1.5173e-05,-1.2611e-06,2.0177e-06
-6.6576,8.6409,-3.6758e-05,-6.661e-06,1.6559e-05,-2.6494e-05
