-9.9003,-9.9003,-0.37539,-0.37539,-0.37536,-0.37536
-9.9008,-9.9007,-0.37532,-0.37532,-0.37529,-0.37529
-9.9006,-9.9006,-0.37529,-0.37529,-0.37532,-0.37532
-9.8993,-9.8993,-0.37539,-0.37539,-0.3755,-0.3755
-9.8965,-9.8964,-0.37569,-0.37569,-0.37592,-0.37592
-9.8917,-9.8916,-0.37625,-0.37625,-0.37663,-0.37663
-9.8848,-9.8847,-0.37711,-0.37711,-0.37765,-0.37765
-9.8755,-9.8753,-0.37831,-0.37831,-0.37903,-0.37903
-9.8638,-9.8634,-0.37987,-0.37987,-0.38077,-0.38077
-9.8496,-9.849,-0.3818,-0.3818,-0.38289,-0.38289
-9.8328,-9.8321,-0.38411,-0.38411,-0.3854,-0.3854
-9.8137,-9.8128,-0.38681,-0.38681,-0.38828,-0.38828
-9.7921,-9.791,-0.38987,-0.38987,-0.39152,-0.39152
-9.7684,-9.7671,-0.39329,-0.39329,-0.39511,-0.39511
-9.7427,-9.7411,-0.39705,-0.39705,-0.39903,-0.39903
-9.7151,-9.7134,-0.40112,-0.40112,-0.40325,-0.40325
-9.6859,-9.684,-0.40547,-0.40547,-0.40774,-0.40774
-9.6554,-9.6533,-0.41008,-0.41008,-0.41245,-0.41245
-9.6238,-9.6216,-0.4149,-0.4149,-0.41737,-0.41737
-9.5914,-9.5891,-0.41983,-0.41983,-0.4222,-0.4222
-9.5585,-9.5561,-0.42457,-0.42457,-0.42695,-0.42695
-9.5253,-9.5228,-0.42936,-0.42936,-0.43177,-0.43177
-9.492,-9.4896,-0.4342,-0.4342,-0.43664,-0.43664
-9.4591,-9.4566,-0.43907,-0.43907,-0.4415,-0.4415
-9.4266,-9.4242,-0.44392,-0.44392,-0.44633,-0.44633
-9.3949,-9.3926,-0.44871,-0.44871,-0.45108,-0.45108
-9.3641,-9.362,-0.45341,-0.45341,-0.45572,-0.45572
-9.3345,-9.3325,-0.45799,-0.45799,-0.46022,-0.46022
-9.3063,-9.3044,-0.4624,-0.4624,-0.46455,-0.46455
-9.2795,-9.2779,-0.46663,-0.46663,-0.46867,-0.46867
-9.2544,-9.253,-0.47063,-0.47063,-0.47256,-0.47256
-9.2311,-9.2298,-0.4744,-0.4744,-0.4762,-0.4762
-9.2095,-9.2086,-0.47789,-0.47789,-0.47946,-0.47946
-9.1899,-9.1892,-0.48086,-0.48086,-0.48222,-0.48222
-9.1723,-9.1718,-0.48349,-0.48349,-0.48472,-0.48472
-9.1567,-9.1564,-0.48586,-0.48586,-0.48695,-0.48695
-9.143,-9.143,-0.48795,-0.48795,-0.4889,-0.4889
-9.1313,-9.1316,-0.48976,-0.48976,-0.49058,-0.49058
-9.1216,-9.1221,-0.4913,-0.4913,-0.49197,-0.49197
-9.1137,-9.1144,-0.49256,-0.49256,-0.4931,-0.4931
-9.1077,-9.1086,-0.49356,-0.49356,-0.49397,-0.49397
-9.1033,-9.1045,-0.4943,-0.4943,-0.49459,-0.49459
-9.1006,-9.1019,-0.4948,-0.4948,-0.49498,-0.49498
-9.0994,-9.1009,-0.49508,-0.49508,-0.49514,-0.49514
-9.0995,-9.1012,-0.49514,-0.49514,-0.49511,-0.49511
-9.1009,-9.1027,-0.49502,-0.49502,-0.49489,-0.49489
-9.1034,-9.1053,-0.49472,-0.49472,-0.49452,-0.49452
-9.1069,-9.1089,-0.49427,-0.49427,-0.494,-0.494
-9.1112,-9.1133,-0.4937,-0.4937,-0.49337,-0.49337
-9.1162,-9.1183,-0.49302,-0.49302,-0.49265,-0.49265
-9.1216,-9.1238,-0.49225,-0.49225,-0.49184,-0.49184
-9.1275,-9.1297,-0.49142,-0.49142,-0.49099,-0.49099
-9.1336,-9.1357,-0.49055,-0.49055,-0.49011,-0.49011
-9.1398,-9.1419,-0.48966,-0.48966,-0.48921,-0.48921
-9.146,-9.1481,-0.48877,-0.48877,-0.48832,-0.48832
-9.152,-9.154,-0.48789,-0.48789,-0.48746,-0.48746
-9.1578,-9.1597,-0.48704,-0.48704,-0.48663,-0.48663
-9.1632,-9.165,-0.48624,-0.48624,-0.48586,-0.48586
-9.1682,-9.1699,-0.4855,-0.4855,-0.48516,-0.48516
-9.1726,-9.1742,-0.48484,-0.48484,-0.48453,-0.48453
-9.1764,-9.1778,-0.48426,-0.48426,-0.484,-0.484
-9.1796,-9.1808,-0.48377,-0.48377,-0.48356,-0.48356
-9.182,-9.1831,-0.48338,-0.48338,-0.48323,-0.48323
-9.1837,-9.1846,-0.4831,-0.4831,-0.483,-0.483
-9.1846,-9.1853,-0.48293,-0.48293,-0.48289,-0.48289
-9.1846,-9.1852,-0.48288,-0.48288,-0.48288,-0.48288
-9.184,-9.1843,-0.48293,-0.48293,-0.483,-0.483
-9.1825,-9.1826,-0.4831,-0.4831,-0.48322,-0.48322
-9.1802,-9.1802,-0.48338,-0.48338,-0.48356,-0.48356
-9.1772,-9.177,-0.48377,-0.48377,-0.484,-0.484
-9.1735,-9.1731,-0.48426,-0.48426,-0.48454,-0.48454
-9.1691,-9.1686,-0.48486,-0.48486,-0.48518,-0.48518
-9.1641,-9.1634,-0.48554,-0.48554,-0.48591,-0.48591
-9.1585,-9.1577,-0.48631,-0.48631,-0.48672,-0.48672
-9.1525,-9.1515,-0.48716,-0.48716,-0.4876,-0.4876
-9.146,-9.1449,-0.48807,-0.48807,-0.48855,-0.48855
-9.1391,-9.138,-0.48905,-0.48905,-0.48955,-0.48955
