9.502,0.00082308,1.9712,0.014379
9.5061,0.0059279,2.0013,-0.021757
9.5061,0.0059279,2.0778,-2.9194
9.5145,0.037172,1.5696,3.0216
9.5171,0.063838,1.983,-0.053598
9.5183,0.096755,1.9897,0.015235
9.518,0.1348,1.9754,0.041099
9.5159,0.17732,1.9901,0.0085396
9.512,0.22344,2.0042,0.052806
9.5063,0.27217,1.9804,-0.0033355
9.4988,0.32294,1.9906,0.035105
9.4893,0.37527,1.9952,-0.012169
9.4777,0.42879,1.9553,-0.078571
9.4642,0.48289,1.9769,-0.05704
9.449,0.53706,1.9794,-0.042648
9.4322,0.59112,1.9662,-0.027979
9.4137,0.64488,1.9557,-0.097995
9.3935,0.69844,1.9937,-0.12637
9.3715,0.75191,1.9631,-0.013451
9.3483,0.80495,2.018,0.048987
9.3242,0.85698,1.995,-0.026909
9.2993,0.90804,1.9832,-0.040026
9.2736,0.95798,2.0011,-0.071568
9.2472,1.0069,1.9785,-0.017858
9.22,1.0551,1.9923,-0.016883
9.192,1.1027,1.9999,-0.019087
9.1634,1.1495,1.9776,0.013434
9.1342,1.1957,1.9848,0.0096897
9.1045,1.2413,1.9789,-0.013294
9.074,1.2866,1.9788,-0.037374
9.043,1.3314,1.983,0.038244
9.0117,1.3753,1.9484,-0.048142
8.9803,1.4183,1.9811,-0.066302
8.9487,1.4605,2.0174,0.039961
8.9168,1.5025,2.0195,0.042046
8.8847,1.5441,1.9622,0.038016
8.8524,1.585,1.9626,-0.0053683
8.8199,1.6254,1.9685,-0.0027222
8.787,1.6653,1.9637,-0.050571
8.7541,1.7043,1.9799,-0.0079478
8.7217,1.7422,1.9933,-0.016609
8.6894,1.7792,1.9733,-0.003633
8.6574,1.8153,1.9818,0.0052386
8.6257,1.8505,1.9982,0.043145
8.5942,1.885,1.9482,0.027425
8.5628,1.9186,2.0055,-0.014151
8.5319,1.9513,2.0059,0.027413
8.5013,1.9831,1.9838,0.046651
8.4708,2.0143,1.9766,-8.8445e-05
8.4402,2.0447,1.969,0.00058335
8.4095,2.0746,1.9899,-0.023919
8.3785,2.104,1.9598,0.0019798
8.3474,2.1328,1.9717,0.0087955
8.3164,2.161,1.9676,0.0072524
8.2854,2.1884,1.9775,0.028987
8.2547,2.2151,2.0077,0.011409
8.2241,2.2413,1.9792,-0.0014901
8.1936,2.2666,1.9622,-0.035959
8.1634,2.291,1.9661,-0.00657
8.1335,2.3147,1.9803,0.052174
8.1037,2.3379,1.9717,-0.001958
8.0736,2.3607,1.9718,0.010963
8.0431,2.3831,1.9698,-0.0075976
8.0125,2.4049,1.9912,-0.056371
7.9822,2.4259,1.9679,0.013664
7.9519,2.4466,1.9898,-0.0088567
7.9216,2.4668,1.9697,0.0068031
7.8913,2.4864,1.975,-0.039447
7.8615,2.5052,1.9901,-0.04434
7.8316,2.5236,1.9816,-0.003595
7.8015,2.5417,1.9919,0.051518
7.7712,2.5596,1.9545,0.017679
7.7712,2.5596,1.7945,0.25237
7.7411,2.577,1.9722,0.013156
7.6833,2.6095,2.491,-0.39967
7.6552,2.6247,1.9931,0.014995
7.6552,2.6247,1.8323,0.22757
7.6001,2.6535,2.2133,-0.26849
7.6001,2.6535,1.8415,0.21989
7.5733,2.667,1.9865,-0.003262
7.5466,2.68,1.862,0.078467
7.5196,2.693,1.8835,0.061259
7.4652,2.718,2.2051,-0.25554
7.438,2.7299,1.9604,-0.035175
7.4109,2.7413,1.9764,-0.031614
7.3841,2.7522,2.0023,0.005673
7.3572,2.763,1.9959,0.025743
7.33,2.7735,1.963,-0.072999
7.33,2.7735,1.869,0.13544
7.3028,2.7837,1.976,-0.003169
7.2762,2.7935,2.2307,-0.081528
7.2241,2.8119,1.789,-0.076112
7.1974,2.8208,1.9563,-0.051331
7.1705,2.8296,2.0001,0.0086531
7.1705,2.8296,2.1063,0.028134
7.143,2.8384,2.2081,-0.071273
7.1154,2.8469,2.0396,-0.056364
7.0589,2.8637,1.6074,0.020531
7.0589,2.8637,2.095,0.029005
7.0298,2.8722,1.9735,0.018706
7.0007,2.8804,2.2473,-0.057296
6.9438,2.8959,1.9136,-0.17095
6.9149,2.9033,1.9773,0.017692
6.886,2.9106,1.9881,-0.024554
6.8573,2.9176,1.9873,0.045286
6.8286,2.9246,2.0062,0.0022331
6.8286,2.9246,2.0757,0.05861
6.7704,2.9381,1.9579,-0.072686
6.7411,2.9446,1.9829,0.006912
6.7115,2.9509,1.9747,-0.011848
6.6817,2.957,1.9665,-0.034179
6.6516,2.9627,1.9713,-0.0050533
6.6211,2.9684,1.9712,0.0059461
6.5902,2.9738,1.9809,-0.053376
6.5591,2.979,2.0139,0.0032906
6.5276,2.984,1.9736,-0.033825
6.4958,2.9888,1.9886,0.003851
6.4639,2.9934,1.9738,0.0043856
6.4316,2.9978,1.9812,0.021721
6.3989,3.0021,1.9964,0.012629
6.3661,3.0063,1.9987,-0.0014876
6.333,3.0102,1.9789,-0.011962
6.2996,3.0138,1.992,-0.0055495
6.2662,3.0172,1.9803,-0.02672
6.2323,3.0203,1.9676,0.0057214
6.198,3.0233,1.9703,0.035879
6.1637,3.0261,1.9817,0.0029252
6.1296,3.0285,1.9762,-0.020762
6.0956,3.0307,2.0032,-0.0024146
6.0956,3.0307,2.0077,0.10558
6.0274,3.0343,2.0511,-0.080926
5.9935,3.0357,1.9729,-0.017378
5.9592,3.0369,1.9537,0.0098069
5.9246,3.0377,1.9838,0.00030104
5.9246,3.0377,1.9585,0.10771
5.8899,3.0383,1.9938,0.0072179
5.8554,3.0386,2.2342,0.00063072
5.7869,3.0384,1.7276,-0.16746
5.7869,3.0384,2.3138,0.12545
5.7516,3.0377,1.9906,-0.00119
5.7157,3.0368,1.9136,0.011976
5.6437,3.0341,2.1994,-0.10593
5.6074,3.0323,1.9577,0.0058443
5.5708,3.0303,1.9671,0.0325
5.5708,3.0303,1.7696,0.088356
5.5345,3.0281,1.9838,0.0026604
5.4645,3.0231,2.5665,-0.040067
5.4304,3.0202,1.9976,-0.026527
5.3966,3.0171,1.9753,0.018878
5.3623,3.0136,1.9783,0.0028281
5.3273,3.0098,2.0028,0.010332
5.2922,3.0056,1.9875,0.0023742
5.2572,3.0012,1.9944,-0.040581
5.222,2.9963,2.0051,-0.013326
5.1864,2.9911,1.98,0.017948
5.1508,2.9856,1.9969,0.010257
5.1143,2.9797,1.9641,0.020006
5.0772,2.9733,2.0301,-0.10073
5.0772,2.9733,2.0137,0.1219
5.0397,2.9663,1.9665,-0.0043765
5.0023,2.9591,2.247,0.04268
4.9284,2.9441,1.7427,-0.19004
4.8918,2.9361,1.9889,0.021196
4.8557,2.9281,1.9708,-0.0035509
4.8202,2.9199,1.9773,-0.016789
4.7845,2.9113,1.9932,-0.022907
4.7483,2.9022,1.9758,-0.042345
4.7118,2.8926,2.0066,0.0011888
4.7118,2.8926,2.0732,0.14312
4.6751,2.8827,1.7679,-0.090266
4.6382,2.8723,2.0561,0.021665
4.5641,2.8507,1.992,-0.1193
4.5272,2.8394,1.9867,-0.042424
4.4903,2.8277,1.9827,-0.019573
4.4534,2.8157,1.9599,-0.027369
4.4534,2.8157,1.8839,0.083642
4.4168,2.8034,2.0058,-0.0053202
4.3435,2.7777,1.7578,-0.24115
4.3065,2.7642,1.9985,-0.038158
4.2697,2.7503,1.975,-0.0093048
4.2331,2.7363,1.974,0.0087393
4.1968,2.7221,1.9856,-0.021279
4.1968,2.7221,1.8201,0.056268
4.1608,2.7076,1.9946,0.019302
4.1253,2.6931,2.1384,0.066082
4.0563,2.6641,2.0601,-0.050582
4.0222,2.6493,1.9846,-0.011375
3.988,2.6341,1.9908,-0.0053875
3.988,2.6341,1.8824,0.087017
3.9204,2.6032,2.2156,0.00076956
3.8873,2.5876,1.9673,-0.01558
3.8547,2.5719,1.9844,-0.0053924
3.8222,2.5559,1.9822,0.014988
3.7891,2.5394,1.9624,-0.020895
3.7551,2.522,1.9893,0.015138
3.7205,2.5039,2.0004,0.018354
3.6859,2.4854,1.9977,-0.017255
3.6514,2.4669,1.9783,0.018672
3.6169,2.4479,1.9857,0.0052754
3.582,2.4285,1.9846,0.03837
3.547,2.4086,1.9888,-0.032155
3.5119,2.3884,1.9741,-0.030866
3.4765,2.3675,1.9911,0.0049004
3.4405,2.346,1.981,-0.003384
3.4043,2.324,1.9766,-0.020867
3.3684,2.3018,1.9866,0.011759
3.3324,2.2792,1.9885,-0.09204
3.2965,2.2562,1.9726,0.023811
3.2608,2.2332,1.9835,0.010147
3.2251,2.2098,1.9884,-0.010167
3.2251,2.2098,1.8957,0.056415
3.1893,2.1861,1.9715,0.008351
3.154,2.1625,2.2041,0.14671
3.0847,2.1153,1.8652,-0.18022
3.0498,2.091,1.9974,-0.049379
3.0144,2.066,1.9731,-0.043825
2.9786,2.0404,1.9819,0.046742
2.9428,2.0145,1.9872,0.0058896
2.9065,1.988,2.012,0.009859
2.8697,1.9607,1.9542,-0.007697
2.8325,1.9329,1.9615,0.015098
2.7953,1.9047,1.9865,-0.052665
2.7578,1.876,1.9639,0.018416
2.7201,1.8469,1.9673,-0.0062194
2.6825,1.8175,1.9833,0.0024902
2.6455,1.7882,1.9912,-0.044621
2.609,1.7589,1.9669,0.0065577
2.5726,1.7295,1.9699,0.0075767
2.5362,1.6998,1.9938,0.021386
2.4998,1.6697,1.9878,0.0063146
2.4636,1.6395,1.9882,0.0011487
2.4275,1.6091,1.975,-0.006043
2.3915,1.5786,1.9671,0.00096099
2.3556,1.5477,1.9795,0.0099441
2.3198,1.5168,1.9763,0.057851
2.284,1.4856,1.9782,-0.025513
2.2483,1.4541,1.9986,-0.018919
2.2124,1.422,2.0084,0.017226
2.1765,1.3896,1.9855,0.0087281
2.1409,1.3572,1.9996,-0.021447
2.1055,1.3247,1.9817,0.00028356
2.0703,1.292,1.9754,-0.014462
2.0349,1.2589,1.9802,-0.0060618
1.9993,1.2254,1.9759,-0.033606
1.9637,1.1916,1.9756,-0.016163
1.9279,1.1574,1.9598,0.010645
1.8919,1.1229,1.9736,0.015751
1.8559,1.0881,2.0096,0.023287
1.8195,1.0529,1.977,0.013704
1.7827,1.017,1.9869,-0.0020056
1.7456,0.98071,1.9567,0.05044
1.7087,0.94454,1.9735,0.060563
1.6716,0.90808,1.9768,-0.010102
1.6345,0.87117,1.9718,-0.072678
1.5975,0.83415,1.9719,0.0014181
1.5605,0.79687,1.9875,0.033766
1.5237,0.75962,1.9769,0.0051981
1.4873,0.72263,2.0062,-0.021043
1.4512,0.68564,1.9911,-0.023716
1.4153,0.64873,1.9687,0.082545
1.3793,0.61168,1.9864,0.072057
1.3432,0.57446,1.9819,-0.00066238
1.3432,0.57446,1.9328,0.0034096
1.2715,0.50001,1.8717,-0.16593
1.2352,0.46215,1.96,0.0012645
1.1989,0.42422,1.985,0.020447
1.1625,0.38611,1.9644,-0.0070367
1.1261,0.34775,1.9814,-0.0036744
1.0896,0.3093,1.9896,-0.0030077
1.0529,0.27042,1.9672,-0.017898
1.016,0.23115,1.9863,-0.018555
0.9789,0.1917,1.968,0.012888
0.94156,0.152,1.9739,0.014977
0.90407,0.11214,1.9751,-0.0069361
0.8667,0.072428,1.958,-0.01333
0.82942,0.032721,2.0016,-0.0046081
0.7923,-0.006772,1.9765,0.033768
0.75515,-0.046379,1.997,-0.031336
0.71804,-0.086037,1.9773,-0.030898
0.68086,-0.12579,1.9861,-0.016857
0.64364,-0.16563,1.9538,-0.047471
0.60627,-0.20554,1.9888,0.02681
0.56889,-0.2453,1.9938,0.043845
0.53137,-0.28511,1.9786,-0.053856
0.49378,-0.32497,1.9646,-0.0034607
0.45595,-0.36496,1.9749,-0.050228
0.41789,-0.40518,1.9769,-0.013752
0.37941,-0.44571,1.9913,-0.017175
0.34058,-0.48647,1.9802,-0.0021781
0.30166,-0.52723,1.9835,-0.031204
0.26251,-0.56807,1.9845,-0.00091549
0.22322,-0.609,1.9942,-0.010097
0.18392,-0.64985,1.9726,-0.079981
0.14435,-0.69074,1.9675,0.055776
0.10442,-0.73164,1.9606,0.00093022
0.10442,-0.73164,1.8907,-0.16652
0.064445,-0.77237,1.9933,-0.0065227
0.024966,-0.81243,2.1776,0.18257
-0.052264,-0.89031,2.012,0.10991
-0.090826,-0.92885,1.9652,-0.0055043
-0.12964,-0.96748,1.9882,-0.024428
-0.16864,-1.0061,1.9602,-0.0082171
-0.20815,-1.0448,1.98,0.064892
-0.24788,-1.0835,1.9901,-0.015597
-0.28756,-1.1219,1.9677,0.046447
-0.32733,-1.1601,1.9821,-0.014178
-0.36718,-1.1981,2.009,0.057997
-0.40746,-1.2362,1.9746,-0.033578
-0.44814,-1.2746,1.9766,-0.023478
-0.48895,-1.3129,1.9853,0.017737
-0.53013,-1.3512,1.973,0.0095182
-0.57176,-1.3898,1.9997,0.0096187
-0.61348,-1.4281,1.9951,0.0070266
