2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9996,1.9971,1.991,1.9807,1.9659,1.9468,1.9235,1.8964,1.8657,1.832,1.7957,1.7572,1.7168,1.675,1.6319,1.588,1.5435,1.4985,1.4532,1.4077,1.9992,1.9939,1.9809,1.959,1.9282,1.8891,1.8426,1.7898,1.7317,1.6692,1.6032,1.5344,1.4635,1.391,1.3173,1.2427,1.1676,1.092,1.0162,0.94031,9.0715e-06,9.0712e-05,0.00031747,0.00076182,0.0014962,0.0025931,0.0041251,0.0061655,0.0087887,0.012071,0.016092,0.020934,0.026684,0.033435,0.041286,0.050341,0.060711,0.072516,0.085877,0.10093,1.1019e-12,-2.0499e-08,-2.2559e-07,-1.1356e-06,-3.8487e-06,-1.0267e-05,-2.3326e-05,-4.7233e-05,-8.7706e-05,-0.00015222,-0.00025024,-0.00039348,-0.00059613,-0.00087503,-0.0012499,-0.0017436,-0.002382,-0.0031943,-0.0042127,-0.0054728,1.034e-06,1.034e-05,3.6192e-05,8.6863e-05,0.00017063,0.0002958,0.00047069,0.00070368,0.0010032,0.0013779,0.0018365,0.002388,0.0030418,0.0038076,0.0046958,0.0057176,0.0068847,0.0082101,0.0097079,0.011393
1.9996,1.9971,1.9911,1.9809,1.9664,1.9474,1.9244,1.8974,1.867,1.8335,1.7974,1.7591,1.7189,1.6773,1.6344,1.5907,1.5463,1.5015,1.4563,1.411,1.9992,1.9939,1.981,1.9592,1.9284,1.8895,1.8432,1.7906,1.7327,1.6704,1.6046,1.536,1.4653,1.393,1.3195,1.2451,1.1701,1.0947,1.0191,0.94332,9.0715e-06,9.0712e-05,0.00031747,0.00076182,0.0014962,0.0025931,0.0041251,0.0061654,0.0087887,0.012071,0.016092,0.020933,0.026683,0.033433,0.041282,0.050334,0.060702,0.072501,0.085857,0.1009,1.1014e-12,-2.0499e-08,-2.2559e-07,-1.1356e-06,-3.8486e-06,-1.0266e-05,-2.3324e-05,-4.7229e-05,-8.7697e-05,-0.0001522,-0.00025021,-0.00039342,-0.00059602,-0.00087486,-0.0012497,-0.0017433,-0.0023815,-0.0031936,-0.0042118,-0.0054718,1.034e-06,1.034e-05,3.6192e-05,8.6863e-05,0.00017063,0.0002958,0.00047069,0.00070368,0.0010032,0.0013779,0.0018365,0.002388,0.0030417,0.0038076,0.0046958,0.0057176,0.0068847,0.0082101,0.0097078,0.011393
1.9952,1.9874,1.976,1.9611,1.9428,1.9211,1.8962,1.8684,1.8378,1.8047,1.7693,1.7321,1.6932,1.653,1.6117,1.5696,1.5268,1.4836,1.4401,1.3964,1.9888,1.97,1.9429,1.9083,1.8671,1.8202,1.7683,1.7123,1.6529,1.5907,1.5262,1.46,1.3924,1.3237,1.2543,1.1844,1.1141,1.0436,0.97284,0.90203,9.0713e-06,9.071e-05,0.00031747,0.00076195,0.0014969,0.0025957,0.0041325,0.0061831,0.0088257,0.012141,0.016215,0.021137,0.027,0.033908,0.041964,0.051284,0.061986,0.074194,0.088039,0.10365,1.1021e-12,-2.0528e-08,-2.261e-07,-1.1392e-06,-3.8643e-06,-1.0316e-05,-2.3452e-05,-4.7513e-05,-8.8262e-05,-0.00015323,-0.00025197,-0.00039629,-0.0006005,-0.0008816,-0.0012596,-0.0017574,-0.0024014,-0.003221,-0.0042491,-0.0055219,1.0347e-06,1.0342e-05,3.6196e-05,8.6878e-05,0.00017067,0.00029589,0.00047087,0.000704,0.0010038,0.0013787,0.0018377,0.0023898,0.0030442,0.0038109,0.0047002,0.0057232,0.0068917,0.0082186,0.0097181,0.011405
1.9857,1.9709,1.9516,1.9284,1.9017,1.8719,1.8391,1.8039,1.7663,1.7268,1.6856,1.643,1.5992,1.5544,1.5089,1.4628,1.4163,1.3694,1.3224,1.2753,1.9663,1.9324,1.8899,1.8409,1.7867,1.7284,1.6668,1.6027,1.5366,1.469,1.4003,1.3308,1.2609,1.1905,1.12,1.0494,0.97872,0.90802,0.83732,0.76661,9.0717e-06,9.0727e-05,0.00031766,0.00076293,0.0015005,0.0026057,0.0041564,0.0062333,0.0089214,0.01231,0.016495,0.021578,0.027665,0.034873,0.04332,0.053134,0.064447,0.077397,0.092122,0.10877,1.1002e-12,-2.0588e-08,-2.2703e-07,-1.1452e-06,-3.8896e-06,-1.0397e-05,-2.3666e-05,-4.8005e-05,-8.9285e-05,-0.00015519,-0.00025549,-0.00040225,-0.00061013,-0.00089656,-0.0012819,-0.0017898,-0.0024469,-0.0032831,-0.0043316,-0.0056284,1.0349e-06,1.0344e-05,3.6208e-05,8.6912e-05,0.00017076,0.00029606,0.00047118,0.00070452,0.0010046,0.00138,0.0018396,0.0023924,0.0030478,0.0038157,0.0047065,0.0057313,0.0069019,0.0082313,0.0097333,0.011423
1.9727,1.9548,1.933,1.9074,1.8785,1.8465,1.8116,1.7742,1.7347,1.6932,1.65,1.6055,1.5599,1.5134,1.4662,1.4185,1.3703,1.3219,1.2733,1.2246,1.9347,1.8933,1.8451,1.7916,1.734,1.6731,1.6096,1.5441,1.4771,1.4091,1.3403,1.271,1.2014,1.1317,1.0619,0.99212,0.92235,0.8526,0.78289,0.7132,9.0842e-06,9.0887e-05,0.00031851,0.0007659,0.0015085,0.0026242,0.0041937,0.0063021,0.009039,0.0125,0.016786,0.022005,0.028271,0.035706,0.044437,0.054596,0.06632,0.07975,0.09503,0.1123,1.1015e-12,-2.0695e-08,-2.2835e-07,-1.1527e-06,-3.9177e-06,-1.048e-05,-2.3873e-05,-4.8462e-05,-9.0204e-05,-0.00015691,-0.00025851,-0.0004073,-0.0006182,-0.00090898,-0.0013004,-0.0018165,-0.0024843,-0.0033342,-0.0043998,-0.0057174,1.0348e-06,1.0349e-05,3.6228e-05,8.6967e-05,0.00017087,0.00029628,0.00047154,0.00070509,0.0010054,0.0013812,0.0018413,0.0023947,0.0030508,0.0038196,0.0047115,0.0057375,0.0069096,0.0082407,0.0097445,0.011436
1.9562,1.9362,1.913,1.8864,1.8567,1.824,1.7885,1.7506,1.7105,1.6686,1.625,1.58,1.5339,1.487,1.4393,1.3911,1.3425,1.2937,1.2446,1.1955,1.8972,1.8538,1.8056,1.7532,1.697,1.6377,1.5759,1.512,1.4466,1.38,1.3126,1.2446,1.1761,1.1074,1.0386,0.96976,0.90086,0.83196,0.76307,0.69419,9.1316e-06,9.1414e-05,0.00032075,0.00077238,0.0015235,0.002654,0.0042473,0.0063912,0.0091782,0.012707,0.017081,0.022413,0.028818,0.036421,0.04535,0.05574,0.067729,0.08146,0.097075,0.11472,1.1017e-12,-2.0894e-08,-2.3066e-07,-1.1651e-06,-3.9627e-06,-1.0607e-05,-2.4179e-05,-4.9117e-05,-9.148e-05,-0.00015922,-0.00026246,-0.00041374,-0.00062826,-0.00092414,-0.0013226,-0.0018479,-0.0025277,-0.0033931,-0.0044778,-0.0058187,1.0356e-06,1.0357e-05,3.6257e-05,8.7038e-05,0.00017102,0.00029653,0.00047195,0.0007057,0.0010063,0.0013824,0.0018429,0.0023968,0.0030536,0.0038232,0.004716,0.0057432,0.0069168,0.0082496,0.0097556,0.01145
1.9362,1.9138,1.8886,1.8607,1.8303,1.7973,1.7619,1.7244,1.685,1.6438,1.6011,1.557,1.5119,1.466,1.4193,1.372,1.3244,1.2765,1.2284,1.1801,1.8559,1.811,1.7627,1.7109,1.6561,1.5987,1.5391,1.4776,1.4147,1.3506,1.2857,1.2201,1.1541,1.0878,1.0213,0.95461,0.88788,0.82111,0.75432,0.68751,9.2324e-06,9.2484e-05,0.00032496,0.0007837,0.0015482,0.002701,0.0043287,0.0065222,0.0093775,0.012996,0.017487,0.022962,0.029542,0.037352,0.046524,0.057192,0.069497,0.083581,0.099586,0.11766,1.1065e-12,-2.1225e-08,-2.3445e-07,-1.1851e-06,-4.0337e-06,-1.0805e-05,-2.4648e-05,-5.0102e-05,-9.337e-05,-0.0001626,-0.00026815,-0.00042288,-0.00064236,-0.00094516,-0.001353,-0.0018907,-0.0025867,-0.0034726,-0.0045831,-0.0059559,1.0366e-06,1.0367e-05,3.6291e-05,8.712e-05,0.00017118,0.00029681,0.0004724,0.00070638,0.0010073,0.0013838,0.0018447,0.0023992,0.0030567,0.0038272,0.0047212,0.0057498,0.0069251,0.0082601,0.0097689,0.011467
1.913,1.8869,1.8578,1.8259,1.7911,1.7539,1.7144,1.6729,1.6296,1.5849,1.5388,1.4917,1.4437,1.395,1.3458,1.2961,1.2462,1.196,1.1458,1.0954,1.8106,1.7617,1.7091,1.6533,1.5947,1.5338,1.471,1.4067,1.3414,1.2753,1.2087,1.1418,1.0746,1.0073,0.94008,0.87283,0.80561,0.73843,0.67128,0.60415,9.3964e-06,9.4198e-05,0.00033154,0.00080109,0.0015858,0.0027725,0.004453,0.0067241,0.0096888,0.013456,0.018141,0.023866,0.030758,0.03895,0.048581,0.059791,0.072725,0.087528,0.10435,0.12332,1.1022e-12,-2.1706e-08,-2.3994e-07,-1.214e-06,-4.1365e-06,-1.1093e-05,-2.5331e-05,-5.1541e-05,-9.614e-05,-0.00016756,-0.00027653,-0.00043633,-0.00066307,-0.00097585,-0.001397,-0.0019519,-0.0026695,-0.0035817,-0.0047233,-0.0061317,1.0376e-06,1.0377e-05,3.6327e-05,8.7209e-05,0.00017136,0.00029712,0.00047291,0.00070716,0.0010084,0.0013854,0.001847,0.0024022,0.0030607,0.0038325,0.0047279,0.0057584,0.0069359,0.0082735,0.0097852,0.011486
1.8602,1.8295,1.7961,1.7601,1.7217,1.6811,1.6385,1.5942,1.5484,1.5012,1.453,1.4039,1.3541,1.3037,1.2528,1.2016,1.1502,1.0985,1.0468,0.99499,1.7106,1.6554,1.5975,1.5373,1.4755,1.4124,1.3484,1.2837,1.2187,1.1534,1.0881,1.0228,0.9576,0.89251,0.82755,0.76272,0.698,0.63337,0.5688,0.50427,9.9588e-06,0.00010001,0.00035325,0.00085692,0.0017031,0.0029893,0.004819,0.0073023,0.010555,0.014701,0.019868,0.026191,0.03381,0.042867,0.05351,0.065886,0.080145,0.096433,0.1149,0.13567,1.1014e-12,-2.3208e-08,-2.5679e-07,-1.3011e-06,-4.4398e-06,-1.1923e-05,-2.7263e-05,-5.5535e-05,-0.00010369,-0.00018084,-0.00029857,-0.0004712,-0.00071599,-0.0010533,-0.0015069,-0.0021035,-0.0028733,-0.0038492,-0.005067,-0.0065643,1.0398e-06,1.04e-05,3.6408e-05,8.7406e-05,0.00017175,0.00029782,0.00047403,0.00070887,0.0010109,0.0013889,0.0018517,0.0024086,0.0030692,0.0038435,0.0047421,0.0057764,0.0069587,0.0083018,0.0098201,0.011529
