9.5,0
9.4992,0.0016518
9.4944,0.010869
9.4854,0.02753
9.4729,0.050414
9.4575,0.078699
9.439,0.11237
9.4179,0.15027
9.3949,0.19147
9.37,0.23592
9.3432,0.28297
9.3147,0.33266
9.2853,0.38398
9.2552,0.43609
9.2244,0.48923
9.193,0.54305
9.1609,0.59789
9.1282,0.65312
9.0952,0.70819
9.0619,0.76364
9.0282,0.81898
8.9946,0.87382
8.9606,0.92875
8.9263,0.98355
8.8912,1.0386
8.856,1.0933
8.8204,1.1481
8.7845,1.2023
8.7483,1.2564
8.7121,1.3099
8.6756,1.3631
8.6391,1.4152
8.6032,1.4658
8.5673,1.5156
8.5312,1.5646
8.4945,1.6132
8.4575,1.6611
8.4205,1.7078
8.3836,1.7535
8.3468,1.7982
8.3097,1.8421
8.2726,1.885
8.2353,1.9269
8.1983,1.9676
8.1612,2.0074
8.1238,2.0464
8.0864,2.0845
8.0488,2.1218
8.0111,2.1579
7.9732,2.1931
7.9351,2.2273
7.8967,2.2608
7.8581,2.2934
7.8185,2.3255
7.7785,2.3568
7.7384,2.3871
7.6977,2.4167
7.6567,2.4456
7.6157,2.4736
7.5738,2.5011
7.5316,2.5277
7.4894,2.5534
7.447,2.5785
7.4044,2.6027
7.3613,2.6262
7.3181,2.6489
7.2741,2.6711
7.2301,2.6925
7.1866,2.713
7.1427,2.7328
7.0986,2.7519
7.0533,2.7705
7.0072,2.7886
6.9607,2.806
6.9132,2.8229
6.8651,2.8391
6.817,2.8547
6.7682,2.8696
6.719,2.8839
6.669,2.8976
6.6183,2.9107
6.5667,2.9231
6.5148,2.9348
6.4626,2.9459
6.4104,2.9564
6.3578,2.9663
6.3057,2.9755
6.2532,2.9841
6.1997,2.9921
6.1456,2.9994
6.0918,3.0061
6.0379,3.0122
5.9841,3.0177
5.9294,3.0224
5.8743,3.0266
5.8195,3.0299
5.7643,3.0324
5.7088,3.0341
5.6531,3.0352
5.5965,3.0355
5.5397,3.0349
5.4833,3.0334
5.4267,3.0314
5.37,3.0287
5.3129,3.0251
5.2557,3.0207
5.1979,3.0155
5.1403,3.0097
5.0833,3.0034
5.0265,2.9963
4.97,2.9884
4.9131,2.9796
4.856,2.97
4.7992,2.9597
4.7419,2.9485
4.6847,2.9365
4.6278,2.924
4.5712,2.9109
4.5151,2.8971
4.4591,2.8827
4.4034,2.8676
4.3478,2.8517
4.2927,2.8351
4.2379,2.8177
4.1839,2.7998
4.1307,2.7812
4.0783,2.7621
4.0264,2.7425
3.9754,2.7224
3.9248,2.7014
