9.5,0
9.4988,0.0016375
9.4921,0.011022
9.4797,0.02839
9.4625,0.052453
9.4414,0.082294
9.4166,0.11783
9.3886,0.15779
9.3584,0.20117
9.3259,0.24785
9.2918,0.29707
9.2564,0.34873
9.2201,0.40215
9.1829,0.45745
9.1452,0.51408
9.1069,0.57222
9.0685,0.6311
9.0303,0.69005
8.9922,0.74943
8.954,0.80914
8.9157,0.86975
8.8774,0.93036
8.8394,0.99023
8.8016,1.0498
8.7644,1.1084
8.727,1.1668
8.689,1.2255
8.6509,1.2836
8.6124,1.3415
8.5737,1.3986
8.5347,1.4553
8.4953,1.5113
8.4563,1.566
8.4173,1.6197
8.3784,1.6723
8.3393,1.724
8.3004,1.7745
8.2615,1.824
8.2229,1.8722
8.1842,1.9195
8.145,1.9658
8.1058,2.0111
8.0664,2.0553
8.0263,2.0986
7.9863,2.1407
7.9461,2.1817
7.9058,2.2214
7.8652,2.2599
7.8243,2.2971
7.7829,2.3335
7.7411,2.3689
7.6983,2.4036
7.6549,2.4375
7.6112,2.4703
7.5667,2.5024
7.5218,2.5334
7.477,2.5631
7.4317,2.5919
7.3864,2.6195
7.3408,2.6462
7.2949,2.6717
7.2485,2.6964
7.202,2.72
7.1546,2.7428
7.1066,2.7647
7.0576,2.7858
7.0076,2.8063
6.9575,2.826
6.9066,2.8449
6.855,2.863
6.8037,2.8801
6.7518,2.8964
6.6997,2.9118
6.647,2.9264
6.5938,2.9401
6.5403,2.953
6.4867,2.965
6.4327,2.9762
6.3781,2.9868
6.3231,2.9968
6.2677,3.0063
6.2122,3.0152
6.1564,3.0234
6.1006,3.0308
6.0443,3.0373
5.9876,3.043
5.9299,3.048
5.8717,3.0522
5.8135,3.0557
5.7546,3.0582
5.6956,3.06
5.6367,3.0612
5.577,3.0614
5.5173,3.0609
5.4581,3.0597
5.3989,3.0577
5.3399,3.055
5.2804,3.0515
5.2209,3.0473
5.1611,3.0422
5.1013,3.0362
5.0407,3.0293
4.9803,3.0217
4.9207,3.0134
4.861,3.0043
4.8011,2.9942
4.7403,2.9829
4.679,2.9706
4.6181,2.9576
4.5573,2.9438
4.4966,2.929
4.4359,2.9132
4.3755,2.8968
4.3155,2.8794
4.2561,2.8615
4.1969,2.8428
4.1384,2.8237
4.0802,2.804
4.022,2.7834
3.9641,2.7621
3.9064,2.7402
3.8492,2.7176
3.7923,2.6942
3.7357,2.6699
3.6791,2.6447
3.6228,2.6185
3.5669,2.5918
3.511,2.5643
3.4554,2.5361
3.4004,2.5073
3.3454,2.4776
3.2905,2.4471
3.2353,2.4155
3.18,2.3832
3.1244,2.3496
3.0691,2.3157
3.0148,2.2817
2.961,2.2476
2.9081,2.2134
2.8556,2.1786
2.8037,2.1432
2.7517,2.1069
2.6997,2.0701
2.6485,2.0331
2.5974,1.9953
2.5463,1.9571
2.495,1.9181
2.4435,1.8784
2.3917,1.8379
2.34,1.7969
2.2884,1.7555
2.2371,1.7141
2.1861,1.6725
2.1357,1.6307
2.0856,1.5884
2.0355,1.5456
1.9856,1.5025
1.936,1.4592
1.8868,1.4161
1.8379,1.3724
1.7896,1.3286
1.7414,1.2845
1.6932,1.2403
1.6444,1.1951
1.5952,1.1491
1.5462,1.1029
1.4971,1.056
1.4481,1.009
1.3998,0.96212
1.3518,0.91517
1.3045,0.8686
1.2573,0.82163
1.2105,0.77493
1.1637,0.72786
1.1172,0.6805
1.0704,0.63246
1.0236,0.58421
0.97616,0.5355
0.92866,0.48662
0.88148,0.43798
0.83411,0.38911
0.78664,0.34038
0.73865,0.29072
0.69044,0.2405
0.64191,0.19012
0.5935,0.1395
0.54512,0.088859
0.49728,0.038908
0.44953,-0.010654
0.40121,-0.060677
0.35296,-0.11017
0.30458,-0.15985
0.25567,-0.21018
0.20667,-0.26102
0.15728,-0.31248
0.10765,-0.364
0.05731,-0.41604
0.0066374,-0.46793
-0.043505,-0.51925
-0.093525,-0.57054
-0.14386,-0.62193
-0.19509,-0.67422
-0.2468,-0.72697
-0.29835,-0.77917
-0.3499,-0.83119
-0.40103,-0.88255
-0.45269,-0.93408
-0.5054,-0.98659
-0.5585,-1.0393
-0.61229,-1.092
-0.66647,-1.1445
-0.72161,-1.1973
-0.77742,-1.2495
-0.83336,-1.3008
-0.88974,-1.3521
-0.94625,-1.4032
-1.0032,-1.4544
-1.0601,-1.5049
-1.1173,-1.5549
-1.1746,-1.6047
-1.2324,-1.6541
-1.2908,-1.7032
-1.3503,-1.7523
-1.4103,-1.8007
-1.471,-1.8493
-1.5328,-1.8987
-1.5951,-1.9478
-1.6579,-1.9971
-1.7213,-2.0459
-1.7854,-2.0939
-1.85,-2.1414
-1.9158,-2.1889
-1.9823,-2.2362
-2.0489,-2.2831
-2.1163,-2.3297
-2.1844,-2.3756
-2.2536,-2.421
-2.3233,-2.4656
-2.394,-2.5099
-2.4663,-2.5543
-2.5395,-2.5984
-2.6141,-2.6421
-2.6895,-2.6852
-2.7662,-2.7278
-2.8442,-2.77
-2.9237,-2.8119
-3.0046,-2.8533
-3.0872,-2.8945
-3.1719,-2.9355
-3.2579,-2.976
-3.345,-3.0161
-3.4333,-3.0558
-3.5229,-3.0952
-3.6135,-3.134
-3.7038,-3.1719
-3.794,-3.2092
-3.8846,-3.2459
-3.976,-3.282
-4.0677,-3.3171
-4.16,-3.3514
-4.2524,-3.3848
-4.3454,-3.4172
-4.4383,-3.4485
-4.5316,-3.4787
-4.6258,-3.5077
-4.7199,-3.5355
-4.8143,-3.5619
-4.9092,-3.5868
-5.0038,-3.6101
-5.0984,-3.6318
-5.1927,-3.6519
-5.287,-3.6702
-5.3808,-3.6867
-5.4747,-3.7014
-5.5691,-3.7142
-5.6631,-3.7251
-5.7568,-3.7339
-5.8507,-3.7407
-5.9453,-3.7454
-6.0404,-3.7479
-6.1348,-3.7485
-6.2287,-3.7471
-6.3225,-3.7437
-6.4158,-3.7383
-6.5091,-3.7308
-6.6032,-3.7206
-6.6975,-3.708
-6.7912,-3.6931
-6.8846,-3.6759
-6.9771,-3.6566
-7.0692,-3.6347
-7.1614,-3.6101
-7.2527,-3.5835
-7.3431,-3.5545
-7.432,-3.5237
-7.52,-3.4905
-7.6076,-3.4544
-7.6946,-3.4156
-7.7811,-3.3738
-7.8666,-3.3295
-7.9513,-3.2827
-8.0345,-3.2338
-8.1166,-3.1825
-8.1974,-3.1287
-8.2764,-3.0734
-8.3536,-3.0163
-8.4292,-2.957
-8.5031,-2.8955
-8.5748,-2.8328
-8.6444,-2.7684
-8.7122,-2.7021
-8.7777,-2.6344
-8.8412,-2.5651
-8.9026,-2.4947
-8.9619,-2.4226
-9.0193,-2.3489
-9.0749,-2.2732
-9.1284,-2.1967
-9.1793,-2.1205
-9.228,-2.0434
-9.2744,-1.9651
-9.3185,-1.8866
-9.3601,-1.8076
-9.3992,-1.7288
-9.4356,-1.6501
-9.4693,-1.572
-9.5002,-1.4939
-9.5285,-1.4161
-9.5543,-1.3378
-9.5772,-1.2601
-9.596,-1.1838
-9.6097,-1.1085
-9.6177,-1.0346
-9.6193,-0.96127
-9.6145,-0.88832
-9.6032,-0.81594
-9.5856,-0.74449
-9.5618,-0.67436
-9.5321,-0.60499
-9.4967,-0.53659
-9.4566,-0.4703
-9.4125,-0.40548
-9.3652,-0.34166
-9.3155,-0.27882
-9.2637,-0.21707
-9.2105,-0.15622
-9.1565,-0.096208
-9.1025,-0.037324
-9.0495,0.020279
-8.9981,0.077089
-8.9483,0.1337
-8.9004,0.18981
-8.8539,0.24659
-8.809,0.30401
-8.7664,0.36117
-8.7259,0.41907
-8.6874,0.47758
-8.6515,0.53554
-8.6177,0.59411
-8.5862,0.65291
-8.557,0.7115
-8.5304,0.76984
