27.029,0.057532,0.040878,0.78699,-0.051954,-0.060539,0.09101,0.0052537,0.012158,0.018888
27.079,0.055149,0.039936,0.79093,-0.056933,-0.069537,0.080581,0.0071185,0.0079365,0.019729
27.129,0.052557,0.038566,0.79534,-0.058423,-0.070501,0.098198,0.0035405,0.0060002,0.020826
27.179,0.049749,0.036787,0.80045,-0.060289,-0.076954,0.11227,-0.000729,0.0043208,0.021708
27.229,0.046839,0.034461,0.80596,-0.066762,-0.089631,0.11535,-0.003613,0.0016582,0.022392
27.279,0.043925,0.031411,0.81124,-0.079063,-0.10203,0.11271,-0.0038015,-0.0021958,0.023197
27.329,0.040298,0.027174,0.81677,-0.080489,-0.11703,0.10479,0.00050342,-0.0032818,0.024149
27.379,0.037526,0.023459,0.82064,-0.068002,-0.11772,0.081139,0.0093867,0.00042828,0.024783
27.429,0.034827,0.019402,0.8241,-0.064392,-0.12524,0.072996,0.017952,0.0030502,0.025674
27.479,0.032306,0.015046,0.8273,-0.065516,-0.13374,0.072187,0.026176,0.0049605,0.026647
27.529,0.03019,0.010668,0.83,-0.067135,-0.13049,0.065739,0.032396,0.006919,0.027189
27.579,0.028154,0.0068457,0.83206,-0.073362,-0.11126,0.0504,0.032101,0.0084929,0.02681
27.629,0.025172,0.0030922,0.83351,-0.075957,-0.11397,0.038328,0.03445,0.011082,0.02643
27.679,0.022619,2.4145e-05,0.83466,-0.076837,-0.10228,0.035903,0.036101,0.0094723,0.026093
27.729,0.020406,-0.0021988,0.83572,-0.076082,-0.082706,0.041718,0.035973,0.0049531,0.026066
27.779,0.018249,-0.0034298,0.83685,-0.072991,-0.064591,0.042838,0.035277,0.00037996,0.026043
27.829,0.016086,-0.0035379,0.83792,-0.067355,-0.053221,0.031071,0.035476,-0.0016373,0.025706
27.879,0.014656,-0.0022526,0.83818,-0.060624,-0.039064,0.025714,0.035661,-0.0017039,0.025452
27.929,0.013859,-0.00043459,0.83833,-0.054045,-0.025991,0.033541,0.031762,-0.0014195,0.025469
27.979,0.013641,0.0020283,0.83883,-0.039725,-0.017103,0.036127,0.025217,-0.0053986,0.025712
28.029,0.014021,0.0050791,0.83965,-0.0336,-0.0090029,0.049703,0.020107,-0.007524,0.026155
28.079,0.014932,0.0088772,0.84088,-0.029539,-0.00050692,0.064945,0.017344,-0.0077352,0.026723
28.129,0.016428,0.013572,0.84265,-0.017857,0.0074802,0.068936,0.016922,-0.0072635,0.027356
28.179,0.018424,0.017644,0.84438,-0.001554,0.0069551,0.06469,0.01694,-0.0057552,0.027861
28.229,0.021732,0.02298,0.84687,0.0022689,0.0099517,0.057893,0.015229,-0.0061603,0.027704
28.279,0.025537,0.02794,0.8485,0.020621,0.0086853,0.057006,0.011286,-0.0034313,0.027045
28.329,0.030076,0.032583,0.85018,0.033336,0.0091802,0.057592,0.0057822,-0.00067165,0.02606
28.379,0.035031,0.037083,0.85182,0.039972,0.0079075,0.057319,-2.0631e-05,0.0021944,0.025126
28.429,0.040112,0.041532,0.8532,0.047391,0.0041455,0.056148,-0.0059561,0.0065294,0.024245
28.479,0.045629,0.045885,0.85502,0.052713,0.015458,0.053818,-0.014395,0.013236,0.022495
28.529,0.051296,0.049928,0.85709,0.058564,0.0054763,0.063095,-0.014031,0.021353,0.020811
28.579,0.057054,0.05324,0.85942,0.05799,-0.0056834,0.051751,-0.0099735,0.026282,0.018739
28.629,0.062379,0.055893,0.86172,0.043292,-0.016067,0.064122,-0.0059982,0.030456,0.016694
28.679,0.067017,0.057901,0.86471,0.029858,-0.024369,0.08646,-0.0023496,0.034413,0.014912
28.729,0.070922,0.059253,0.86891,0.030402,-0.03157,0.089507,0.001766,0.036691,0.013597
28.779,0.074432,0.06023,0.8731,0.026158,-0.042157,0.080059,0.0052864,0.034888,0.012908
28.829,0.077288,0.060549,0.87772,0.017592,-0.036105,0.088166,0.008723,0.032519,0.012627
28.879,0.079349,0.060953,0.88261,0.0042515,-0.036236,0.090149,0.011527,0.027996,0.0125
28.929,0.080521,0.060881,0.88744,-0.0067363,-0.039437,0.080364,0.012892,0.025246,0.012459
28.979,0.080708,0.06028,0.89183,-0.016538,-0.042249,0.062018,0.013528,0.024543,0.012216
29.029,0.079914,0.059771,0.89535,-0.037065,-0.039855,0.051307,0.016318,0.021458,0.01115
29.079,0.078549,0.059131,0.89788,-0.030087,-0.037574,0.028399,0.016906,0.027219,0.0086708
29.129,0.07699,0.058653,0.89943,-0.028101,-0.031101,0.013981,0.016827,0.02709,0.007354
29.179,0.075127,0.058404,0.90039,-0.034919,-0.026136,0.00075781,0.017065,0.024404,0.0062335
29.229,0.072931,0.058281,0.90086,-0.038586,-0.025792,-0.0073804,0.015915,0.021249,0.0059259
29.279,0.070516,0.058213,0.90112,-0.031118,-0.027306,-0.0078702,0.011444,0.018666,0.0067927
29.329,0.068025,0.058457,0.90141,-0.025943,-0.017562,-0.0047296,0.0022423,0.014281,0.0081495
29.379,0.06591,0.059087,0.90203,-0.026754,-0.015641,0.0017239,-0.0015498,0.0095636,0.0098404
29.429,0.063288,0.059792,0.90304,-0.026839,-0.019412,0.014135,-0.0015117,0.0070922,0.012767
29.479,0.060762,0.060285,0.90475,-0.026464,-0.026425,0.031975,0.00041857,0.0057803,0.015867
29.529,0.058566,0.060528,0.90713,-0.026814,-0.031718,0.047837,0.0021622,0.00442,0.018705
29.579,0.055994,0.060716,0.91034,-0.028562,-0.029205,0.048108,0.0034922,0.003725,0.022685
29.629,0.053136,0.060722,0.91338,-0.027685,-0.032329,0.035248,0.0045978,0.0055582,0.025203
29.679,0.050285,0.060735,0.91635,-0.033908,-0.034019,0.03608,0.005746,0.0082369,0.028187
29.729,0.047118,0.060895,0.91942,-0.041655,-0.035304,0.034938,0.0071413,0.010685,0.030607
29.779,0.043651,0.061166,0.9225,-0.047589,-0.035431,0.029821,0.0084329,0.012343,0.032415
29.829,0.040033,0.061407,0.92514,-0.046225,-0.030044,0.029504,0.0080988,0.011993,0.034132
29.879,0.036184,0.062193,0.9279,-0.044183,-0.033205,0.01421,0.0076525,0.01199,0.03517
29.929,0.032239,0.062709,0.93018,-0.057635,-0.032324,0.013921,0.0042055,0.010437,0.036079
29.979,0.028336,0.063122,0.93242,-0.059764,-0.032331,0.01561,0.00036497,0.0093303,0.036714
30.029,0.024495,0.063482,0.93462,-0.054114,-0.035776,0.010188,-0.0030009,0.0081458,0.036944
30.079,0.020702,0.06379,0.93669,-0.052237,-0.042016,-0.0014786,-0.0055159,0.0058671,0.036743
30.129,0.016968,0.06402,0.93863,-0.054531,-0.043256,0.0079063,-0.0063412,0.0029338,0.036414
30.179,0.013438,0.064179,0.94106,-0.052423,-0.050797,0.012508,-0.0055404,0.0001874,0.035889
30.229,0.01056,0.064064,0.9433,-0.046053,-0.060072,0.011649,-0.0037001,-0.0008226,0.035133
30.279,0.0078718,0.063401,0.94557,-0.045751,-0.067114,0.012248,-0.0018448,-0.00085532,0.033881
30.329,0.0050444,0.062169,0.94778,-0.054889,-0.071468,0.013317,-0.00064833,-0.00037411,0.032039
30.379,0.0026509,0.061135,0.94884,-0.050911,-0.083378,-0.010463,0.00095019,0.0019758,0.030161
30.429,-0.00042863,0.059202,0.95069,-0.045921,-0.095345,-0.010668,0.0019969,0.0036895,0.027088
30.479,-0.0031662,0.056799,0.95275,-0.045468,-0.09319,-0.0013752,0.0020993,0.0049525,0.0248
30.529,-0.0052458,0.054666,0.9548,-0.037962,-0.086335,0.00026614,0.0040392,0.0047379,0.022931
30.579,-0.0068596,0.052673,0.95671,-0.029072,-0.085801,-0.0051251,0.0088945,0.0032507,0.021329
30.629,-0.0085827,0.050048,0.95847,-0.038341,-0.10099,-0.0019985,0.015446,0.0020626,0.020132
30.679,-0.010209,0.047435,0.96088,-0.041261,-0.10136,0.018902,0.016712,0.0021955,0.018936
30.729,-0.011381,0.045296,0.96377,-0.027265,-0.093953,0.013846,0.016745,-0.0018363,0.018156
30.779,-0.012353,0.043586,0.96744,-0.020418,-0.087974,0.01404,0.017314,-0.0053477,0.017856
30.829,-0.013188,0.042184,0.97134,-0.023344,-0.081771,0.023416,0.018759,-0.0084326,0.01786
30.879,-0.013838,0.041358,0.97546,-0.026225,-0.075921,0.031644,0.020771,-0.010195,0.018135
30.929,-0.01431,0.041068,0.97994,-0.018366,-0.071093,0.027686,0.020606,-0.0095921,0.018491
30.979,-0.014554,0.040917,0.98429,-0.018319,-0.060955,0.028512,0.016124,-0.0084418,0.018814
31.029,-0.014745,0.041514,0.98793,-0.019666,-0.053278,0.020767,0.016124,-0.0084418,0.018814
31.079,-0.014568,0.042981,0.99194,-0.01463,-0.041467,0.01453,0.010891,-0.004917,0.019603
31.129,-0.014179,0.044695,0.99525,-0.015373,-0.036199,0.011562,0.0080761,-0.003259,0.020534
31.179,-0.013664,0.046614,0.99817,-0.011858,-0.034755,0.0068723,0.0064627,-0.0014154,0.02164
31.229,-0.012818,0.048958,1.0008,-0.0047297,-0.031535,-0.00057413,0.0030449,0.00037331,0.022973
31.279,-0.011638,0.051607,1.0032,-0.0090235,-0.025936,-0.0059089,-0.0012544,0.00056082,0.024326
31.329,-0.010645,0.054077,1.0051,-0.016738,-0.028893,-0.011856,-0.0001558,0.0025636,0.025605
31.379,-0.010112,0.05593,1.0067,-0.019118,-0.046771,-0.011723,-0.00033058,0.0060201,0.02613
31.429,-0.0091975,0.057725,1.0081,-0.012597,-0.036614,-0.017104,-0.0026432,0.0097875,0.026732
31.479,-0.0080418,0.059578,1.0089,-0.0086896,-0.036045,-0.03712,-0.003097,0.011322,0.026571
31.529,-0.0065859,0.06093,1.009,0.00080877,-0.038181,-0.043644,-0.0034085,0.01172,0.026125
31.579,-0.0045505,0.061936,1.0089,0.0095732,-0.042531,-0.039801,-0.0026441,0.011312,0.025601
31.629,-0.001789,0.062751,1.0089,0.011906,-0.048056,-0.034183,0.00020281,0.0094605,0.025237
31.679,0.00079146,0.06334,1.0091,0.012858,-0.048631,-0.03183,0.0029034,0.0063626,0.025392
31.729,0.0029637,0.0631,1.0091,0.0025555,-0.049359,-0.029201,0.0045589,0.0044031,0.025915
31.779,0.0050958,0.062943,1.0092,0.0089443,-0.048001,-0.025557,0.0068024,0.004213,0.026778
31.829,0.0073444,0.062479,1.0098,0.011495,-0.043594,-0.020664,0.007174,0.0042227,0.026924
31.879,0.0098972,0.061963,1.0102,0.016914,-0.040599,-0.023522,0.012195,0.0028173,0.028507
31.929,0.012661,0.061617,1.0105,0.021373,-0.033825,-0.022337,0.016181,0.0029929,0.030534
31.979,0.015591,0.061417,1.0108,0.021938,-0.02782,-0.015257,0.015669,0.0058706,0.032357
32.029,0.018634,0.061118,1.0111,0.020121,-0.030014,-0.011477,0.01273,0.009333,0.034089
32.079,0.021709,0.060425,1.0115,0.01422,-0.039859,-0.016758,0.0069258,0.012013,0.035333
32.129,0.02352,0.059551,1.0118,0.0030927,-0.046139,-0.027746,0.003714,0.014075,0.03574
32.179,0.025337,0.058163,1.0116,-0.0035391,-0.042699,-0.030124,-0.001778,0.012764,0.034623
32.229,0.02695,0.056615,1.0113,0.0035229,-0.039273,-0.029616,-0.0022386,0.010789,0.033897
32.279,0.028184,0.055423,1.0105,0.00095905,-0.042495,-0.03764,-0.0022113,0.010297,0.033734
32.329,0.029423,0.053634,1.0092,0.0011494,-0.051599,-0.043294,-0.00026539,0.012277,0.032387
32.379,0.0308,0.051392,1.0076,0.0042903,-0.06014,-0.0472,0.0017353,0.015516,0.030449
32.429,0.032335,0.048998,1.0056,0.0034767,-0.062058,-0.057564,0.0011507,0.01824,0.029256
32.479,0.033958,0.045862,1.0025,-0.0019017,-0.06368,-0.074797,0.00055692,0.019973,0.028385
32.529,0.034991,0.042765,0.99961,-0.0084162,-0.076218,-0.069921,0.0029833,0.022156,0.027439
32.579,0.035542,0.038646,0.99666,-0.028165,-0.085078,-0.067121,0.0054438,0.023838,0.02655
32.629,0.034729,0.033844,0.99346,-0.029896,-0.08558,-0.058857,0.0090758,0.022402,0.026006
32.679,0.034142,0.028865,0.99108,-0.025043,-0.093335,-0.038969,0.011539,0.016014,0.025532
32.729,0.033435,0.023685,0.9902,-0.028395,-0.10247,-0.013051,0.01172,0.0065433,0.025246
32.779,0.032363,0.018461,0.99057,-0.038406,-0.10887,0.011333,0.010225,-0.0010833,0.02494
32.829,0.03105,0.013261,0.9918,-0.044682,-0.11464,0.029286,0.008654,-0.0019468,0.02409
32.879,0.028716,0.0068429,0.99367,-0.057109,-0.11599,0.030127,0.011389,0.004271,0.022472
32.929,0.026353,0.00037259,0.99529,-0.063489,-0.13483,0.012958,0.018715,0.010894,0.020579
32.979,0.023172,-0.0069193,0.99647,-0.054543,-0.13086,-0.0059702,0.019338,0.010762,0.020238
33.029,0.020591,-0.013765,0.99717,-0.049296,-0.11796,-0.01882,0.028749,0.0087629,0.015099
33.079,0.017901,-0.019468,0.99684,-0.050108,-0.10628,-0.040922,0.033587,0.0065844,0.011012
33.129,0.015224,-0.024695,0.9955,-0.054844,-0.097564,-0.056764,0.037826,0.0074172,0.0075395
33.179,0.012867,-0.029552,0.99326,-0.041217,-0.083307,-0.064883,0.039603,0.0081434,0.0061614
33.229,0.010921,-0.033459,0.99063,-0.035436,-0.0691,-0.066384,0.044394,0.0049871,0.0021673
33.279,0.0090272,-0.036241,0.98801,-0.042043,-0.054438,-0.064921,0.051246,-0.001395,-0.0048598
33.329,0.0069946,-0.038319,0.98543,-0.033825,-0.036352,-0.056239,0.052018,-0.0061358,-0.009401
33.379,0.0053437,-0.039698,0.98336,-0.026903,-0.025309,-0.037627,0.04927,-0.0082558,-0.012829
33.429,0.0044994,-0.039814,0.98203,-0.017988,-0.010751,-0.029918,0.042887,-0.009423,-0.015865
33.479,0.0038988,-0.039086,0.98107,-0.0082867,0.008402,-0.027798,0.039695,-0.0080974,-0.018384
33.529,0.0042406,-0.037515,0.98019,0.013189,0.024198,-0.028161,0.035889,-0.0019418,-0.021359
33.579,0.0055857,-0.035018,0.97997,0.018777,0.028163,-0.0028019,0.032582,0.0008787,-0.023563
33.629,0.0073587,-0.032106,0.98068,0.030296,0.036069,0.0055096,0.02959,0.0042938,-0.025254
33.679,0.009358,-0.029041,0.9817,0.03602,0.041837,0.010375,0.02386,0.0079848,-0.026864
33.729,0.012504,-0.02538,0.98345,0.04869,0.038259,0.017246,0.017446,0.0093763,-0.027609
33.779,0.016531,-0.021599,0.98568,0.064311,0.034906,0.024193,0.011194,0.0097117,-0.027293
