0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00010292,-0.00027128,-0.00043963,-0.00060799,-0.00077635,-0.0009447,-0.0011131,-0.0012814,-0.0014498,-0.0016181,-0.0017865,-0.0017865,-0.0019548,-0.0021232,-0.0022916,-0.0024599,-0.0026283,-0.0027966,-0.002965,-0.0031333,-0.0033017,-0.00347,-0.00347,-0.0036384,-0.0038068,-0.0039751,-0.0041435,-0.0043118,-0.0044802,-0.0046485,-0.0048169,-0.0049853,-0.0051536,-0.0051536,-0.005322,-0.0054903,-0.0056587,-0.005827,-0.0059954,-0.0061638,-0.0063321,-0.0065005,-0.0066688,-0.0068372,-0.0068372,-0.0070055,-0.0071739,-0.0073422,-0.0075106,-0.007679,-0.0078473,-0.0080157,-0.008184,-0.0083524,-0.0085207,-0.0085207,-0.0086891,-0.0088575,-0.0090258,-0.0091942,-0.0093625,-0.0095309,-0.0096992,-0.0098676,-0.010036,-0.010204,-0.010204,-0.010373,-0.010541,-0.010709,-0.010878,-0.011046,-0.011214,-0.011383,-0.011551,-0.01172,-0.011888,-0.011888,-0.012056,-0.012225,-0.012393,-0.012561,-0.01273,-0.012898,-0.013066,-0.013235,-0.013403,-0.013571,-0.013571,-0.01374,-0.013908,-0.014077,-0.014245,-0.014413,-0.014582,-0.01475,-0.014918,-0.015087,-0.015255,-0.015255,-0.015423,-0.015592,-0.01576,-0.015928,-0.016097,-0.016265,-0.016433,-0.016602,-0.01677,-0.016939,-0.016939,-0.017107,-0.017275,-0.017444,-0.017612,-0.01778,-0.017949,-0.018117,-0.018285,-0.018454,-0.018622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.094881,-0.10434,-0.11438,-0.12502,-0.13625,-0.14807,-0.16048,-0.17348,-0.18707,-0.20125,-0.21602,-0.21602,-0.23054,-0.24394,-0.25624,-0.26742,-0.2775,-0.28647,-0.29433,-0.30108,-0.30673,-0.31126,-0.31126,-0.31468,-0.317,-0.31821,-0.3183,-0.31729,-0.31517,-0.31195,-0.30761,-0.30216,-0.29561,-0.29561,-0.28794,-0.27917,-0.26929,-0.2583,-0.2462,-0.23299,-0.21867,-0.20325,-0.18671,-0.16907,-0.16907,-0.15219,-0.13795,-0.12636,-0.1174,-0.11109,-0.10742,-0.10639,-0.108,-0.11225,-0.11914,-0.11914,-0.1268,-0.13335,-0.13879,-0.14312,-0.14635,-0.14846,-0.14947,-0.14936,-0.14815,-0.14583,-0.14583,-0.1424,-0.13786,-0.13221,-0.12546,-0.11759,-0.10862,-0.098533,-0.087341,-0.07504,-0.06163,-0.06163,-0.048987,-0.038984,-0.031623,-0.026902,-0.024823,-0.025385,-0.028588,-0.034433,-0.042918,-0.054045,-0.054045,-0.065937,-0.076721,-0.086396,-0.094962,-0.10242,-0.10877,-0.11401,-0.11814,-0.12116,-0.12307,-0.12307,-0.12388,-0.12357,-0.12216,-0.11964,-0.116,-0.11126,-0.10541,-0.098456,-0.090389,-0.081213,-0.071766,-0.062886,-0.054577,-0.046842,-0.039685,-0.033109,-0.027118,-0.021714,-0.016902,-0.012685,-0.0090654,-0.0060475,-0.0036345,-0.0018297,-0.00063665,-5.8619e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.15099,-0.16203,-0.17367,-0.18591,-0.19874,-0.21217,-0.22619,-0.24082,-0.25603,-0.27185,-0.28826,-0.28826,-0.30449,-0.31977,-0.33409,-0.34745,-0.35985,-0.37129,-0.38178,-0.39131,-0.39989,-0.4075,-0.4075,-0.41416,-0.41986,-0.42461,-0.4284,-0.43123,-0.4331,-0.43402,-0.43397,-0.43298,-0.43102,-0.43102,-0.42811,-0.42423,-0.41941,-0.41362,-0.40688,-0.39918,-0.39052,-0.38091,-0.37034,-0.35881,-0.35881,-0.34632,-0.33288,-0.31848,-0.30312,-0.28681,-0.26953,-0.2513,-0.23212,-0.21197,-0.19087,-0.19087,-0.17069,-0.1533,-0.1387,-0.1269,-0.11788,-0.11166,-0.10824,-0.1076,-0.10976,-0.11471,-0.11471,-0.12058,-0.12549,-0.12945,-0.13244,-0.13448,-0.13557,-0.13569,-0.13486,-0.13307,-0.13032,-0.13032,-0.12662,-0.12196,-0.11634,-0.10977,-0.10223,-0.093743,-0.084296,-0.073892,-0.06253,-0.050211,-0.050211,-0.03881,-0.030201,-0.024386,-0.021363,-0.021132,-0.023695,-0.02905,-0.037198,-0.048139,-0.061872,-0.07424,-0.081508,-0.084307,-0.083273,-0.079038,-0.072235,-0.063499,-0.053463,-0.042761,-0.032025,-0.021889,-0.012987,-0.0059528,-0.0014188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.20676,-0.22187,-0.23769,-0.25422,-0.27145,-0.2894,-0.30806,-0.32743,-0.34751,-0.3683,-0.3898,-0.3898,-0.40955,-0.42507,-0.43636,-0.44344,-0.44629,-0.44492,-0.43933,-0.42951,-0.41547,-0.39721,-0.39721,-0.37847,-0.36301,-0.35083,-0.34192,-0.3363,-0.33395,-0.33487,-0.33908,-0.34656,-0.35731,-0.35731,-0.36947,-0.38116,-0.39237,-0.40311,-0.41338,-0.42317,-0.4325,-0.44134,-0.44972,-0.45762,-0.45762,-0.46505,-0.47201,-0.47849,-0.4845,-0.49004,-0.49511,-0.4997,-0.50382,-0.50746,-0.51064,-0.51064,-0.51334,-0.51556,-0.51732,-0.5186,-0.51941,-0.51974,-0.51961,-0.519,-0.51791,-0.51636,-0.51636,-0.51433,-0.51182,-0.50885,-0.5054,-0.50148,-0.49708,-0.49222,-0.48688,-0.48106,-0.47478,-0.47478,-0.46802,-0.46078,-0.45308,-0.4449,-0.43625,-0.42713,-0.41753,-0.40746,-0.39692,-0.3859,-0.37277,-0.35621,-0.33668,-0.31464,-0.29056,-0.2649,-0.23814,-0.21074,-0.18316,-0.15587,-0.12934,-0.10403,-0.080401,-0.058929,-0.040076,-0.024309,-0.012092,-0.0038923,-0.00017483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.29921,-0.31977,-0.34166,-0.3649,-0.38948,-0.4154,-0.44266,-0.47126,-0.5012,-0.5012,-0.53049,-0.55712,-0.5811,-0.60242,-0.6211,-0.63712,-0.65048,-0.6612,-0.66926,-0.67467,-0.67467,-0.67742,-0.67752,-0.67497,-0.66977,-0.66191,-0.6514,-0.63824,-0.62242,-0.60395,-0.58283,-0.58283,-0.56093,-0.54013,-0.52042,-0.50181,-0.4843,-0.46788,-0.45256,-0.43834,-0.42522,-0.41319,-0.41319,-0.40226,-0.39243,-0.38369,-0.37605,-0.36951,-0.36406,-0.35971,-0.35646,-0.3543,-0.35325,-0.35325,-0.35141,-0.34692,-0.33978,-0.32999,-0.31754,-0.30244,-0.28468,-0.26427,-0.24121,-0.2155,-0.2155,-0.18901,-0.16362,-0.13932,-0.11612,-0.094015,-0.073009,-0.0531,-0.034287,-0.016572,4.6469e-05,4.6469e-05,0.015568,0.029992,0.04332,0.055551,0.066684,0.076721,0.08566,0.093503,0.10025,0.1059,0.10956,0.11053,0.10911,0.10559,0.10026,0.093425,0.085367,0.076384,0.066769,0.056815,0.046816,0.037065,0.027856,0.019482,0.012238,0.0064152,0.0023086,0.00021115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.52013,-0.54528,-0.57028,-0.59511,-0.61978,-0.64429,-0.66864,-0.69283,-0.71685,-0.74071,-0.76441,-0.76441,-0.78687,-0.807,-0.8248,-0.84027,-0.85342,-0.86424,-0.87273,-0.8789,-0.88274,-0.88425,-0.88425,-0.88343,-0.88029,-0.87482,-0.86702,-0.8569,-0.84445,-0.82967,-0.81256,-0.79313,-0.77137,-0.77137,-0.74916,-0.72837,-0.709,-0.69106,-0.67454,-0.65944,-0.64577,-0.63352,-0.62269,-0.61329,-0.61329,-0.60343,-0.59124,-0.57673,-0.55989,-0.54073,-0.51924,-0.49542,-0.46927,-0.44079,-0.40999,-0.40999,-0.37874,-0.34891,-0.3205,-0.29352,-0.26796,-0.24382,-0.2211,-0.19981,-0.17994,-0.16149,-0.16149,-0.14447,-0.12887,-0.11469,-0.10193,-0.090599,-0.08069,-0.072203,-0.065139,-0.059498,-0.05528,-0.051675,-0.047899,-0.043998,-0.040014,-0.035992,-0.031975,-0.028007,-0.024131,-0.020391,-0.016831,-0.013495,-0.010425,-0.0076665,-0.0052623,-0.0032562,-0.0016919,-0.00061297,-6.32e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.54714,-0.57332,-0.60042,-0.62843,-0.65735,-0.68718,-0.71792,-0.71792,-0.74847,-0.77773,-0.8057,-0.83238,-0.85776,-0.88185,-0.90465,-0.92616,-0.94638,-0.96531,-0.96531,-0.98294,-0.99928,-1.0143,-1.0281,-1.0406,-1.0517,-1.0616,-1.0702,-1.0775,-1.0835,-1.0835,-1.0882,-1.0917,-1.0938,-1.0946,-1.0942,-1.0924,-1.0894,-1.0851,-1.0795,-1.0725,-1.0725,-1.0643,-1.0548,-1.0441,-1.032,-1.0186,-1.004,-0.988,-0.97076,-0.95222,-0.9324,-0.9324,-0.91128,-0.88887,-0.86516,-0.84017,-0.81388,-0.7863,-0.75743,-0.72727,-0.69582,-0.66307,-0.66307,-0.62904,-0.59371,-0.55709,-0.51917,-0.47997,-0.43947,-0.39769,-0.35461,-0.31024,-0.26457,-0.2209,-0.18227,-0.1484,-0.11896,-0.093658,-0.072173,-0.054199,-0.039428,-0.027551,-0.018259,-0.011243,-0.006194,-0.0028034,-0.00076201,0.00023899,0.00050853,0.00035552,8.8898e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.57194,-0.59844,-0.6252,-0.65223,-0.67952,-0.70709,-0.73492,-0.76302,-0.79139,-0.82002,-0.84893,-0.84893,-0.87711,-0.90359,-0.92836,-0.95143,-0.97279,-0.99245,-1.0104,-1.0266,-1.0412,-1.054,-1.054,-1.0652,-1.0746,-1.0823,-1.0883,-1.0926,-1.0952,-1.0961,-1.0953,-1.0928,-1.0886,-1.0886,-1.0826,-1.075,-1.0657,-1.0546,-1.0419,-1.0274,-1.0112,-0.99337,-0.9738,-0.95252,-0.95252,-0.92954,-0.90485,-0.87845,-0.85035,-0.82054,-0.78903,-0.75581,-0.72089,-0.68426,-0.64593,-0.64593,-0.60776,-0.57164,-0.53756,-0.50553,-0.47554,-0.4476,-0.4217,-0.39784,-0.37603,-0.35627,-0.35627,-0.33667,-0.31537,-0.29236,-0.26764,-0.24123,-0.2131,-0.18327,-0.15173,-0.11849,-0.083543,-0.051713,-0.027255,-0.0093105,0.0029755,0.01046,0.014,0.014451,0.01267,0.0095144,0.0058396,0.0025023,0.00035932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6388,-0.6654,-0.69218,-0.71914,-0.74627,-0.77358,-0.80107,-0.82873,-0.85657,-0.85657,-0.8836,-0.90884,-0.9323,-0.95397,-0.97385,-0.99194,-1.0082,-1.0228,-1.0355,-1.0464,-1.0464,-1.0556,-1.0629,-1.0685,-1.0723,-1.0743,-1.0745,-1.0729,-1.0696,-1.0644,-1.0575,-1.0575,-1.0488,-1.0382,-1.0259,-1.0118,-0.99596,-0.9783,-0.95884,-0.93759,-0.91456,-0.88974,-0.88974,-0.86313,-0.83473,-0.80455,-0.77258,-0.73881,-0.70327,-0.66593,-0.6268,-0.58589,-0.54319,-0.54319,-0.50057,-0.45992,-0.42123,-0.3845,-0.34973,-0.31693,-0.28609,-0.25721,-0.23029,-0.20533,-0.20533,-0.18233,-0.1613,-0.14223,-0.12512,-0.10997,-0.096788,-0.085564,-0.076303,-0.069003,-0.063666,-0.058846,-0.053241,-0.047062,-0.040519,-0.033823,-0.027186,-0.020818,-0.01493,-0.0097337,-0.0054391,-0.0022575,-0.00039973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
