21.732,0.058883
21.752,0.05135
21.772,19.324
21.792,19.468
21.812,19.613
21.832,19.669
21.852,19.534
21.872,19.209
21.892,18.58
21.912,17.675
21.932,16.956
21.952,16.279
21.972,15.592
21.992,15.031
22.012,14.683
22.032,14.137
22.048,13.698
22.072,13.468
22.092,13.032
22.112,12.718
22.132,12.381
22.152,12.155
22.172,11.887
22.192,11.576
22.208,11.262
22.228,11.012
22.248,10.835
22.272,10.599
22.292,10.36
22.312,10.098
22.328,9.9587
22.348,9.7594
22.372,9.4805
22.392,9.2546
22.412,8.9918
22.432,8.8079
22.452,8.5641
22.472,8.3527
22.492,8.2245
22.512,8.0267
22.532,7.8377
22.552,7.6371
22.568,7.4546
22.592,7.2523
22.612,7.0895
22.632,6.8483
22.652,6.6189
22.672,6.4768
22.692,6.2963
22.712,6.1638
22.732,5.9965
22.752,5.8032
22.772,5.6849
22.792,5.4875
22.812,5.3169
22.832,5.2233
22.852,5.0859
22.872,4.9413
22.892,4.791
22.912,4.6569
22.932,4.5251
22.952,4.4185
22.972,4.2824
22.992,4.1282
23.012,4.009
23.032,3.7948
23.052,3.6437
23.072,3.5334
23.092,3.4795
23.112,3.3069
23.132,3.2367
23.152,3.1224
23.168,3.0059
23.192,2.8788
23.212,2.772
23.232,2.7262
23.252,2.6248
23.272,2.5349
23.292,2.4221
23.312,2.3445
23.332,2.2577
23.348,2.2058
23.372,2.0949
23.392,1.9946
23.412,1.9025
23.432,1.8502
23.448,1.7724
23.468,1.6753
23.492,1.5856
23.512,1.5101
23.532,1.4652
23.552,1.4102
23.568,1.3191
23.592,1.2657
23.612,1.2199
23.628,1.1569
23.648,1.1075
23.668,1.0457
23.692,0.96613
23.712,0.92005
23.732,0.89
23.748,0.83021
23.768,0.77949
23.792,0.70936
23.812,-34.517
23.832,-34.678
23.852,-34.869
23.868,-34.952
23.888,-34.667
23.908,-34.287
23.928,-32.943
23.948,-32.292
23.968,-31.087
23.988,-30.339
24.008,-29.804
24.032,-29.021
24.048,-28.466
24.068,-27.936
24.088,-27.51
24.108,-26.795
24.128,-26.234
24.148,-25.802
24.168,-25.229
24.188,-24.733
24.208,-24.252
24.228,-23.895
24.248,-23.303
24.268,-22.746
24.288,-22.301
24.308,-21.887
24.328,-21.619
24.348,-21.086
24.368,-20.692
24.388,-20.377
24.408,-19.988
24.428,-19.493
24.448,-19.113
24.468,-18.796
24.488,-18.563
24.508,-17.978
24.528,-17.623
24.548,-17.264
24.568,-17.134
24.588,-16.668
24.604,-16.309
24.628,-15.939
24.648,-15.583
24.668,-15.252
24.688,-14.858
24.708,-14.614
24.728,-14.155
24.748,-13.844
24.768,-13.605
24.788,-13.405
24.808,-13.106
24.828,-12.706
24.848,-12.461
24.868,-12.19
24.888,-11.833
24.904,-11.572
24.924,-11.299
24.944,-11.03
24.964,-10.749
24.984,-10.487
25.004,-10.228
25.024,-10.021
25.044,-9.7546
25.064,-9.5052
25.088,-9.2842
25.104,-8.9991
25.124,-8.8692
25.144,-8.6409
25.164,-8.3761
25.184,-8.2106
25.208,-8
25.224,-7.7206
25.244,-7.5928
25.264,-7.3644
25.284,-7.1703
25.304,-6.9954
25.328,-6.806
25.344,-6.6196
25.364,-6.4466
25.384,-6.2574
25.404,-6.0858
25.424,-5.8097
25.444,-5.6444
25.464,-5.5723
25.484,-5.3245
25.508,-5.1666
25.524,-5.068
25.544,-4.93
25.564,-4.7486
25.584,-4.589
25.604,-4.4409
25.624,-4.2952
25.644,-4.1924
25.664,-4.075
25.684,-3.9579
25.704,-3.8283
25.724,-3.6977
25.744,-3.6014
25.764,-3.4955
25.784,-3.3421
25.804,-3.2171
25.824,-3.1248
25.844,32.901
25.864,33.081
25.884,33.339
25.904,33.544
25.924,33.45
25.944,32.948
25.964,32.233
25.984,31.094
26.004,30.088
26.024,29.058
26.044,28.365
26.064,27.803
26.08,27.282
26.104,26.95
26.124,26.093
26.144,25.542
26.164,24.995
26.184,24.56
26.204,24.018
26.224,23.507
26.244,22.891
26.264,22.703
26.284,21.94
26.304,21.493
26.324,21.067
26.344,20.639
26.364,20.203
26.384,19.953
26.404,19.557
26.424,19.118
26.444,18.786
26.464,18.433
26.48,18.152
26.504,17.783
26.524,17.446
26.544,17.088
26.564,16.751
26.584,16.32
26.604,15.984
26.624,15.767
26.644,15.377
26.664,15.061
26.684,14.745
26.704,14.412
26.724,14.013
26.744,13.729
26.764,13.409
26.784,13.17
26.804,12.877
26.824,12.574
26.844,12.21
26.864,11.989
26.884,11.76
26.904,11.478
26.924,11.233
26.944,10.958
26.964,10.646
26.984,10.379
27.004,10.129
27.024,9.8745
27.044,9.6215
27.06,9.3765
27.08,9.1647
27.1,8.9305
27.12,8.7128
