6.828,0,7.0165e-15,-0.38622,0.001
6.876,0,7.0165e-15,-0.3863,0.001
6.924,0,7.0166e-15,-0.37947,0.001
6.976,0,7.0166e-15,-0.37211,0.001
7.024,0,7.0166e-15,-0.36924,0.001
7.076,0,7.0166e-15,-0.36216,0.001
7.124,0,7.0166e-15,-0.36062,0.001
7.176,0,7.0166e-15,-0.36208,0.001
7.224,0,7.0166e-15,-0.36546,0.001
7.276,0,7.0166e-15,-0.36707,0.001
7.324,0,7.0166e-15,-0.36807,0.001
7.376,0,7.0166e-15,-0.36336,0.001
7.424,0,7.0166e-15,-0.35804,0.001
7.472,0,7.0166e-15,-0.36029,0.001
7.524,0,7.0166e-15,-0.36354,0.001
7.572,0,7.0166e-15,-0.36032,0.001
7.624,0,7.0166e-15,-0.35285,0.001
7.676,0,7.0166e-15,-0.34676,0.001
7.724,0,7.0166e-15,-0.3361,0.001
7.776,0,7.0166e-15,-0.33258,0.001
7.824,0,7.0166e-15,-0.32929,0.001
7.872,0,7.0166e-15,-0.32487,0.001
7.924,0,7.0166e-15,-0.31998,0.001
7.972,0,7.0166e-15,-0.31419,0.001
8.024,0,7.0166e-15,-0.31151,0.001
8.072,0,7.0166e-15,-0.30622,0.001
8.124,0,7.0166e-15,-0.30629,0.001
8.172,0,7.0166e-15,-0.30889,0.001
8.224,0,7.0166e-15,-0.31173,0.001
8.272,0,7.0166e-15,-0.31932,0.001
8.324,0,7.0166e-15,-0.32431,0.001
8.372,0,7.0166e-15,-0.32947,0.001
8.424,0,7.0166e-15,-0.33242,0.001
8.472,0,7.0166e-15,-0.33445,0.001
8.524,0,7.0166e-15,-0.3351,0.001
8.572,0,7.0166e-15,-0.33773,0.001
8.624,0,7.0166e-15,-0.33825,0.001
8.672,0,7.0166e-15,-0.33739,0.001
8.724,0,7.0166e-15,-0.33637,0.001
8.772,0,7.0166e-15,-0.33703,0.001
8.824,0,7.0166e-15,-0.33761,0.001
8.872,0,7.0166e-15,-0.33944,0.001
8.924,0,7.0166e-15,-0.34364,0.001
8.972,0,7.0166e-15,-0.34446,0.001
9.024,0,7.0166e-15,-0.34447,0.001
9.072,0,7.0166e-15,-0.34723,0.001
9.124,0,7.0166e-15,-0.35325,0.001
9.172,0,7.0166e-15,-0.35358,0.001
9.22,0,7.0166e-15,-0.35851,0.001
9.272,0,7.0166e-15,-0.35976,0.001
9.32,0,7.0166e-15,-0.36035,0.001
9.372,0,7.0166e-15,-0.36004,0.001
9.42,0,7.0166e-15,-0.36525,0.001
9.472,0,7.0166e-15,-0.36952,0.001
9.524,0,7.0166e-15,-0.37147,0.001
9.572,0,7.0166e-15,-0.37488,0.001
9.62,0,7.0166e-15,-0.37622,0.001
9.672,0,7.0166e-15,-0.37725,0.001
9.72,0,7.0166e-15,-0.3744,0.001
9.772,0,7.0166e-15,-0.37635,0.001
9.82,0,7.0166e-15,-0.37625,0.001
9.868,0,7.0166e-15,-0.37447,0.001
9.916,0,7.0166e-15,-0.37111,0.001
9.968,0,7.0166e-15,-0.37003,0.001
10.02,0,7.0166e-15,-0.37147,0.001
10.068,0,7.0166e-15,-0.37108,0.001
10.12,0,7.0166e-15,-0.36647,0.001
10.168,0,7.0166e-15,-0.36463,0.001
10.22,0,7.0166e-15,-0.36282,0.001
10.268,0,7.0166e-15,-0.36314,0.001
10.32,0,7.0166e-15,-0.36028,0.001
10.368,0,7.0166e-15,-0.35221,0.001
10.42,0,7.0166e-15,-0.34908,0.001
10.468,0,7.0166e-15,-0.34424,0.001
10.52,0,7.0166e-15,-0.33857,0.001
10.568,0.28725,-0.0079164,4.3043e-06,0.005812
10.62,0.26343,-0.025603,-5.7299e-06,0.011321
10.668,0.25924,-0.045427,-6.1743e-06,0.019489
10.72,0.22266,-0.053516,-2.5612e-06,0.025944
10.768,0.2101,-0.069102,-1.126e-06,0.033499
10.82,0.20408,-0.082936,-7.6419e-06,0.042439
10.868,0.18718,-0.095838,-1.9975e-06,0.05076
10.92,0.18495,-0.057973,-6.636e-06,0.061256
10.968,0.17835,-0.0943,-1.874e-06,0.070506
11.02,0.16492,-0.10561,-7.1015e-06,0.080258
11.068,0.13717,-0.071105,-3.0113e-06,0.090873
11.12,0.11987,-0.093378,-1.0887e-06,0.1005
11.168,0.094959,-0.12188,-9.2346e-06,0.11193
11.22,0.10544,-0.096081,-6.3057e-06,0.12373
11.268,0.094921,-0.090604,-2.6057e-06,0.13755
11.316,0.07454,-0.092369,-6.9584e-06,0.15035
11.368,0.054821,-0.12869,-8.44e-06,0.16431
11.42,0.067148,-0.13044,-3.9904e-06,0.17713
11.468,0.074296,-0.11346,-5.947e-06,0.19244
11.52,0.062135,-0.11726,4.0341e-06,0.20764
11.568,0.060346,-0.13662,-4.3309e-06,0.22131
11.62,0.053385,-0.11987,-2.7185e-06,0.23868
11.668,0.067144,-0.15128,-1.7067e-06,0.25163
11.716,0.080058,-0.15146,-4.3956e-06,0.26888
11.768,0.04945,-0.17331,-7.1725e-06,0.28669
11.816,0.052659,-0.14525,8.6532e-07,0.30358
11.868,0.052505,-0.17466,-2.7543e-06,0.32344
11.916,0.040922,-0.18101,-6.6839e-06,0.34101
11.968,0.025553,-0.18905,-8.3504e-06,0.35904
12.02,0.032968,-0.19903,-4.1335e-06,0.37753
12.068,0.036229,-0.20809,-3.0027e-06,0.3965
12.116,0.013192,-0.21449,-5.3743e-06,0.41893
12.168,0.026102,-0.2096,5.5443e-07,0.43897
12.216,0.059678,-0.20164,1.2389e-06,0.45794
12.268,0.12273,-0.046431,-1.1092e-05,0.48155
12.316,0.12433,0.22425,-3.0115e-06,0.49966
12.368,0.15248,0.63507,-1.286e-07,0.52305
12.416,0.16582,0.98809,-9.4535e-06,0.54084
12.468,0.19894,1.4319,-1.5202e-06,0.56282
12.516,0.23744,1.7753,-6.6864e-06,0.56531
12.568,0.33644,3.0419,-9.7851e-06,0.57467
12.616,0.17653,6.6051,-6.4636e-06,0.6132
12.664,3.2357,3.0354,2.1827e-07,0.58263
12.716,1.9437,6.8198,-4.7662e-06,0.59913
12.768,0.40124,7.7835,-1.9056e-06,0.61351
12.816,0.6727,7.679,3.3717e-06,0.61544
12.868,0.21038,8.7927,-9.009e-06,0.62123
12.916,0.42324,8.1284,-5.3384e-06,0.61324
12.964,0.41739,8.169,-1.9418e-06,0.61117
13.016,0.57636,11.22,-3.1317e-06,0.63066
13.064,0.56094,11.19,-5.0555e-06,0.63573
13.116,0.60096,11.203,-4.8211e-07,0.63682
13.164,0.52319,11.514,-6.4168e-06,0.64069
13.216,0.45862,11.8,-7.7765e-06,0.64716
13.264,0.42961,11.969,-9.3928e-06,0.65328
13.316,0.35367,11.995,8.7413e-07,0.65845
13.364,0.2774,11.997,-3.8738e-06,0.66374
13.416,0.18052,11.999,-6.9337e-06,0.6686
13.464,0.11414,11.999,-3.3807e-06,0.67462
13.516,0.036022,12,-6.7098e-06,0.6787
13.564,-0.089397,12,-8.5684e-06,0.68302
13.616,-0.27638,12.595,-4.9674e-06,0.68756
13.664,-0.42248,13.185,-3.9939e-06,0.69048
13.716,-0.53044,13.731,-7.3087e-06,0.69238
13.764,-0.57241,14.281,-7.8487e-06,0.69409
13.816,-0.57441,14.877,-7.3837e-06,0.69505
13.864,-0.5592,15.33,-1.0241e-05,0.69518
13.916,-0.54382,15.638,-9.1323e-07,0.69493
13.964,-0.50811,15.83,-4.2965e-06,0.69349
14.016,-0.49959,16.173,-4.5698e-06,0.69233
14.064,-0.48879,16.341,3.5756e-07,0.69074
14.116,-0.47625,16.521,-5.3302e-06,0.68898
14.164,-0.48048,16.694,-4.5058e-07,0.68762
14.216,-0.47174,16.809,-2.3568e-06,0.6863
14.264,-0.47899,16.949,-8.6769e-06,0.68533
14.316,-0.46947,17.02,-1.2452e-06,0.68349
14.364,-0.46011,17.071,2.5221e-07,0.68257
14.412,-0.48631,17.212,-1.1789e-05,0.68166
14.464,-0.49796,17.538,-5.7619e-06,0.68147
14.512,-0.47749,17.674,-4.044e-06,0.68056
14.564,-0.48831,17.718,-9.4818e-06,0.67967
14.616,-0.48444,17.852,3.3456e-06,0.67885
14.664,-0.43448,18.116,-8.2864e-06,0.67878
14.712,-0.4324,18.236,8.5544e-07,0.67799
14.764,-0.39549,18.274,1.4997e-06,0.67705
14.812,-0.41978,18.197,3.8859e-06,0.67576
14.864,-0.43151,18.223,-6.6549e-06,0.67531
14.912,-0.43807,18.209,-4.0838e-06,0.67465
14.964,-0.44508,18.107,-6.5619e-06,0.67343
15.012,-0.45633,18.161,-3.4734e-06,0.67309
15.064,-0.44513,18.386,-4.9833e-06,0.67344
15.112,-0.42337,18.504,-4.1909e-06,0.67344
15.164,-0.41933,18.572,-1.2231e-05,0.67296
15.212,-0.42484,18.531,-5.6947e-06,0.67215
