,b10,b20,b30,b40,b50
0,0.022990833380473343,0.036980134185884986,0.054072266232708506,0.09873467417957357,0.1723018036981492
1,0.020607498794767903,0.02015863222081452,0.025941404370566898,0.026801726722070665,0.03333184492684563
2,0.024436791910318546,0.020619481043462923,0.021916071855246994,0.019170970928078304,0.019992096540897814
3,0.020569107650523128,0.020551224027914462,0.021283616481179234,0.018716219386918472,0.01857354316642788
4,0.020951322901128534,0.02253528462451131,0.018257971306384707,0.019407241859446672,0.020777774681339352
